# Wordlist

# DATA
ID	ID	LOCAL_ID	LANGUAGE_ID	PARAMETER_ID	VALUE	FORM	SEGMENTS	COMMENT	SOURCE	COGNACY	LOAN	CONCEPT_NAME	CONCEPT_CONCEPTICON_ID	CONCEPT_CONCEPTICON_GLOSS	LANGUAGE_NAME	LANGUAGE_GLOTTOCODE	LANGUAGE_GLOTTOLOG_NAME	LANGUAGE_ISO639P3CODE	LANGUAGE_MACROAREA	LANGUAGE_FAMILY	DOCULECT	CONCEPT	IPA
14132	qiandongeast-Chen-2013-888-581-1		qiandongeast	Chen-2013-888-581	mi⁵³	mi⁵³	m i ⁵³		Chen2013			软	1856	SOFT	Qiandong, East	east2370					Qiandong, East	软	mi⁵³
14134	qiandongwest-Chen-2013-888-581-1		qiandongwest	Chen-2013-888-581	mẽ²²	mẽ²²	m ẽ ²²		Chen2013			软	1856	SOFT	Qiandong, West						Qiandong, West	软	mẽ²²
14135	bahengwest-Chen-2013-888-581-1		bahengwest	Chen-2013-888-581	mei⁴⁴	mei⁴⁴	m ei ⁴⁴		Chen2013			软	1856	SOFT	Baheng, West	pahn1237					Baheng, West	软	mei⁴⁴
14136	bahengeast-Chen-2013-888-581-1		bahengeast	Chen-2013-888-581	mpei³⁵	mpei³⁵	ⁿp ei ³⁵		Chen2013			软	1856	SOFT	Baheng, East	pahn1237					Baheng, East	软	ⁿpei³⁵
#
13701	luobuoheeastern-Chen-2013-888-564-1		luobuoheeastern	Chen-2013-888-564	se³¹	se³¹	s e ³¹		Chen2013			轻	1052	LIGHT (WEIGHT)	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	轻	se³¹
13702	luobuohewestern-Chen-2013-888-564-1		luobuohewestern	Chen-2013-888-564	se³¹	se³¹	s e ³¹		Chen2013			轻	1052	LIGHT (WEIGHT)	Luobuohe, Western	luop1235					Luobuohe, Western	轻	se³¹
13703	chuanqiandian-Chen-2013-888-564-1		chuanqiandian	Chen-2013-888-564	ʂi⁴³	ʂi⁴³	ʂ i ⁴³		Chen2013			轻	1052	LIGHT (WEIGHT)	Chuanqiandian	chua1256					Chuanqiandian	轻	ʂi⁴³
13704	chuanqiandiancentralguizhou-Chen-2013-888-564-1		chuanqiandiancentralguizhou	Chen-2013-888-564	sʰi²⁴	sʰi²⁴	sʰ i ²⁴		Chen2013			轻	1052	LIGHT (WEIGHT)	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	轻	sʰi²⁴
13705	chuanqiandiansouthernguizhou-Chen-2013-888-564-1		chuanqiandiansouthernguizhou	Chen-2013-888-564	sei²²	sei²²	s ei ²²		Chen2013			轻	1052	LIGHT (WEIGHT)	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	轻	sei²²
13706	chuanqiandiannortheastyunnan-Chen-2013-888-564-1		chuanqiandiannortheastyunnan	Chen-2013-888-564	ʂʅ⁵⁵	ʂʅ⁵⁵	ʂ ʅ ⁵⁵		Chen2013			轻	1052	LIGHT (WEIGHT)	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	轻	ʂʅ⁵⁵
13710	qiandongeast-Chen-2013-888-564-1		qiandongeast	Chen-2013-888-564	fue²⁴	fue²⁴	f ue ²⁴		Chen2013			轻	1052	LIGHT (WEIGHT)	Qiandong, East	east2370					Qiandong, East	轻	fue²⁴
13712	qiandongwest-Chen-2013-888-564-1		qiandongwest	Chen-2013-888-564	fʰæ⁴⁴	fʰæ⁴⁴	fʰ æ ⁴⁴		Chen2013			轻	1052	LIGHT (WEIGHT)	Qiandong, West						Qiandong, West	轻	fʰæ⁴⁴
13713	bahengwest-Chen-2013-888-564-1		bahengwest	Chen-2013-888-564	fai³⁵	fai³⁵	f ai ³⁵		Chen2013			轻	1052	LIGHT (WEIGHT)	Baheng, West	pahn1237					Baheng, West	轻	fai³⁵
13714	bahengeast-Chen-2013-888-564-1		bahengeast	Chen-2013-888-564	fei³⁵	fei³⁵	f ei ³⁵		Chen2013			轻	1052	LIGHT (WEIGHT)	Baheng, East	pahn1237					Baheng, East	轻	fei³⁵
#
14899	luobuoheeastern-Chen-2013-888-613-1		luobuoheeastern	Chen-2013-888-613	mbja³³	mbja³³	ⁿb j a ³³		Chen2013			辣	544	SPICY	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	辣	ⁿbja³³
14900	luobuohewestern-Chen-2013-888-613-1		luobuohewestern	Chen-2013-888-613	mba³¹	mba³¹	ⁿb a ³¹		Chen2013			辣	544	SPICY	Luobuohe, Western	luop1235					Luobuohe, Western	辣	ⁿba³¹
14901	chuanqiandian-Chen-2013-888-613-1		chuanqiandian	Chen-2013-888-613	ntʂi²⁴	ntʂi²⁴	ⁿt ʂ i ²⁴		Chen2013			辣	544	SPICY	Chuanqiandian	chua1256					Chuanqiandian	辣	ⁿtʂi²⁴
14902	chuanqiandiancentralguizhou-Chen-2013-888-613-1		chuanqiandiancentralguizhou	Chen-2013-888-613	mpla⁵⁵	mpla⁵⁵	ⁿp l a ⁵⁵		Chen2013			辣	544	SPICY	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	辣	ⁿpla⁵⁵
14903	chuanqiandiansouthernguizhou-Chen-2013-888-613-1		chuanqiandiansouthernguizhou	Chen-2013-888-613	mpʐɪ²¹	mpʐɪ²¹	ⁿp ʐ ɪ ²¹		Chen2013			辣	544	SPICY	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	辣	ⁿpʐɪ²¹
14904	chuanqiandiannortheastyunnan-Chen-2013-888-613-1		chuanqiandiannortheastyunnan	Chen-2013-888-613	mbɦɯ³¹	mbɦɯ³¹	ⁿbʰ ɯ ³¹		Chen2013			辣	544	SPICY	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	辣	ⁿbʰɯ³¹
14910	qiandongwest-Chen-2013-888-613-1		qiandongwest	Chen-2013-888-613	mja⁵³	mja⁵³	m j a ⁵³		Chen2013			辣	544	SPICY	Qiandong, West						Qiandong, West	辣	mja⁵³
14912	bahengeast-Chen-2013-888-613-1		bahengeast	Chen-2013-888-613	mpʰje³¹	mpʰje³¹	ⁿpʰ j e ³¹		Chen2013			辣	544	SPICY	Baheng, East	pahn1237					Baheng, East	辣	ⁿpʰje³¹
14908	qiandongeast-Chen-2013-888-613-1		qiandongeast	Chen-2013-888-613	nja¹³	nja¹³	nʲ a ¹³		Chen2013			辣	544	SPICY	Qiandong, East	east2370					Qiandong, East	辣	nʲa¹³
14911	bahengwest-Chen-2013-888-613-1		bahengwest	Chen-2013-888-613	ni⁴²	ni⁴²	n i ⁴²		Chen2013			辣	544	SPICY	Baheng, West	pahn1237					Baheng, West	辣	ni⁴²
#
17298	luobuoheeastern-Chen-2013-888-712-1		luobuoheeastern	Chen-2013-888-712	qwa²⁴	qwa²⁴	qʷ a ²⁴		Chen2013			过（桥）	1367	CROSS	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	过（桥）	qʷa²⁴
17299	luobuohewestern-Chen-2013-888-712-1		luobuohewestern	Chen-2013-888-712	qwɑ³⁵	qwɑ³⁵	qʷ ɑ ³⁵		Chen2013			过（桥）	1367	CROSS	Luobuohe, Western	luop1235					Luobuohe, Western	过（桥）	qʷɑ³⁵
17300	chuanqiandian-Chen-2013-888-712-1		chuanqiandian	Chen-2013-888-712	tɬua⁴⁴	tɬua⁴⁴	tɬ ua ⁴⁴		Chen2013			过（桥）	1367	CROSS	Chuanqiandian	chua1256					Chuanqiandian	过（桥）	tɬua⁴⁴
17301	chuanqiandiancentralguizhou-Chen-2013-888-712-1		chuanqiandiancentralguizhou	Chen-2013-888-712	ku⁴²	ku⁴²	k u ⁴²		Chen2013			过（桥）	1367	CROSS	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	过（桥）	ku⁴²
17302	chuanqiandiansouthernguizhou-Chen-2013-888-712-1		chuanqiandiansouthernguizhou	Chen-2013-888-712	kwo¹³; ɭə²¹ʔoŋ³²	kwo¹³	k w o ¹³		Chen2013			过（桥）	1367	CROSS	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	过（桥）	kwo¹³
17303	chuanqiandiannortheastyunnan-Chen-2013-888-712-1		chuanqiandiannortheastyunnan	Chen-2013-888-712	dɦi³¹	dɦi³¹	dʱ i ³¹		Chen2013			过（桥）	1367	CROSS	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	过（桥）	dʱi³¹
17307	qiandongeast-Chen-2013-888-712-1		qiandongeast	Chen-2013-888-712	so¹³	so¹³	s o ¹³		Chen2013			过（桥）	1367	CROSS	Qiandong, East	east2370					Qiandong, East	过（桥）	so¹³
17309	qiandongwest-Chen-2013-888-712-1		qiandongwest	Chen-2013-888-712	tju⁵⁵	tju⁵⁵	t j u ⁵⁵		Chen2013			过（桥）	1367	CROSS	Qiandong, West						Qiandong, West	过（桥）	tju⁵⁵
17310	bahengwest-Chen-2013-888-712-1		bahengwest	Chen-2013-888-712	kwa⁵⁵	kwa⁵⁵	k w a ⁵⁵		Chen2013			过（桥）	1367	CROSS	Baheng, West	pahn1237					Baheng, West	过（桥）	kwa⁵⁵
17311	bahengeast-Chen-2013-888-712-1		bahengeast	Chen-2013-888-712	kwa⁵⁵	kwa⁵⁵	k w a ⁵⁵		Chen2013			过（桥）	1367	CROSS	Baheng, East	pahn1237					Baheng, East	过（桥）	kwa⁵⁵
#
13016	luobuohewestern-Chen-2013-888-536-1		luobuohewestern	Chen-2013-888-536	ʔji³⁵	ʔji³⁵	ʔ j i ³⁵		Chen2013			近	1942	NEAR	Luobuohe, Western	luop1235					Luobuohe, Western	近	ʔji³⁵
13017	chuanqiandian-Chen-2013-888-536-1		chuanqiandian	Chen-2013-888-536	ʐe⁴⁴	ʐe⁴⁴	ʐ e ⁴⁴		Chen2013			近	1942	NEAR	Chuanqiandian	chua1256					Chuanqiandian	近	ʐe⁴⁴
13018	chuanqiandiancentralguizhou-Chen-2013-888-536-1		chuanqiandiancentralguizhou	Chen-2013-888-536	ʐɛ⁴²	ʐɛ⁴²	ʐ ɛ ⁴²		Chen2013			近	1942	NEAR	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	近	ʐɛ⁴²
13020	chuanqiandiannortheastyunnan-Chen-2013-888-536-1		chuanqiandiannortheastyunnan	Chen-2013-888-536	və³³	və³³	v ə ³³		Chen2013			近	1942	NEAR	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	近	və³³
13024	qiandongeast-Chen-2013-888-536-1		qiandongeast	Chen-2013-888-536	ʑei⁴⁴	ʑei⁴⁴	ʑ ei ⁴⁴		Chen2013			近	1942	NEAR	Qiandong, East	east2370					Qiandong, East	近	ʑei⁴⁴
13026	qiandongwest-Chen-2013-888-536-1		qiandongwest	Chen-2013-888-536	ɣi³³	ɣi³³	ɣ i ³³		Chen2013			近	1942	NEAR	Qiandong, West						Qiandong, West	近	ɣi³³
13027	bahengwest-Chen-2013-888-536-1		bahengwest	Chen-2013-888-536	jo⁵⁵	jo⁵⁵	j o ⁵⁵		Chen2013			近	1942	NEAR	Baheng, West	pahn1237					Baheng, West	近	jo⁵⁵
13028	bahengeast-Chen-2013-888-536-1		bahengeast	Chen-2013-888-536	ʑo⁵⁵	ʑo⁵⁵	ʑ o ⁵⁵		Chen2013			近	1942	NEAR	Baheng, East	pahn1237					Baheng, East	近	ʑo⁵⁵
13015	luobuoheeastern-Chen-2013-888-536-1		luobuoheeastern	Chen-2013-888-536	tə⁰²ʔji²⁴	tə⁰²ʔji²⁴	t ə ²/⁰ + ʔ j i ²⁴		Chen2013			近	1942	NEAR	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	近	tə²/⁰+ʔji²⁴
13019	chuanqiandiansouthernguizhou-Chen-2013-888-536-1		chuanqiandiansouthernguizhou	Chen-2013-888-536	ʐæ⁵⁵	ʐæ⁵⁵	ʐ æ ⁵⁵		Chen2013			近	1942	NEAR	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	近	ʐæ⁵⁵
#
12729	qiandongwest-Chen-2013-888-524-1		qiandongwest	Chen-2013-888-524	naŋ¹³	naŋ¹³	n a ŋ ¹³		Chen2013			这	1214	THIS	Qiandong, West						Qiandong, West	这	naŋ¹³
12730	bahengwest-Chen-2013-888-524-1		bahengwest	Chen-2013-888-524	m̩³¹	m̩³¹	n m̩ ³¹		Chen2013			这	1214	THIS	Baheng, West	pahn1237					Baheng, West	这	nm̩³¹
12731	bahengeast-Chen-2013-888-524-1		bahengeast	Chen-2013-888-524	ne³¹³	ne³¹³	n e ³¹³		Chen2013			这	1214	THIS	Baheng, East	pahn1237					Baheng, East	这	ne³¹³
12718	luobuoheeastern-Chen-2013-888-524-1		luobuoheeastern	Chen-2013-888-524	naŋ⁵⁵	naŋ⁵⁵	n a ŋ ⁵⁵		Chen2013			这	1214	THIS	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	这	naŋ⁵⁵
12719	luobuohewestern-Chen-2013-888-524-1		luobuohewestern	Chen-2013-888-524	ʔnoŋ⁵⁵	ʔnoŋ⁵⁵	ʔ n o ŋ ⁵⁵		Chen2013			这	1214	THIS	Luobuohe, Western	luop1235					Luobuohe, Western	这	ʔnoŋ⁵⁵
12720	chuanqiandian-Chen-2013-888-524-1		chuanqiandian	Chen-2013-888-524	na⁵⁵	na⁵⁵	n a ⁵⁵		Chen2013			这	1214	THIS	Chuanqiandian	chua1256					Chuanqiandian	这	na⁵⁵
12721	chuanqiandiancentralguizhou-Chen-2013-888-524-1		chuanqiandiancentralguizhou	Chen-2013-888-524	nã¹³	nã¹³	n ã ¹³		Chen2013			这	1214	THIS	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	这	nã¹³
12722	chuanqiandiansouthernguizhou-Chen-2013-888-524-1		chuanqiandiansouthernguizhou	Chen-2013-888-524	na⁴²	na⁴²	n a ⁴²		Chen2013			这	1214	THIS	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	这	na⁴²
12723	chuanqiandiannortheastyunnan-Chen-2013-888-524-1		chuanqiandiannortheastyunnan	Chen-2013-888-524	ȵi⁵⁵	ȵi⁵⁵	ȵ i ⁵⁵		Chen2013			这	1214	THIS	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	这	ȵi⁵⁵
12727	qiandongeast-Chen-2013-888-524-1		qiandongeast	Chen-2013-888-524	neŋ³³	neŋ³³	n e ŋ ³³		Chen2013			这	1214	THIS	Qiandong, East	east2370					Qiandong, East	这	neŋ³³
#
12990	luobuoheeastern-Chen-2013-888-535-1		luobuoheeastern	Chen-2013-888-535	tə⁰²qwei³¹	tə⁰²qwei³¹	t ə ²/⁰ + q w ei ³¹		Chen2013			远	1406	FAR	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	远	tə²/⁰+qwei³¹
12991	luobuohewestern-Chen-2013-888-535-1		luobuohewestern	Chen-2013-888-535	tə⁰²qwei³¹	tə⁰²qwei³¹	t ə ²/⁰ + q w ei ³¹		Chen2013			远	1406	FAR	Luobuohe, Western	luop1235					Luobuohe, Western	远	tə²/⁰+qwei³¹
12992	chuanqiandian-Chen-2013-888-535-1		chuanqiandian	Chen-2013-888-535	tɬe⁴³	tɬe⁴³	tɬ e ⁴³		Chen2013			远	1406	FAR	Chuanqiandian	chua1256					Chuanqiandian	远	tɬe⁴³
12993	chuanqiandiancentralguizhou-Chen-2013-888-535-1		chuanqiandiancentralguizhou	Chen-2013-888-535	kɛ²⁴	kɛ²⁴	k ɛ ²⁴		Chen2013			远	1406	FAR	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	远	kɛ²⁴
12994	chuanqiandiansouthernguizhou-Chen-2013-888-535-1		chuanqiandiansouthernguizhou	Chen-2013-888-535	huæ³²	huæ³²	h u æ ³²		Chen2013			远	1406	FAR	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	远	huæ³²
12995	chuanqiandiannortheastyunnan-Chen-2013-888-535-1		chuanqiandiannortheastyunnan	Chen-2013-888-535	tɬi⁵⁵	tɬi⁵⁵	tɬ i ⁵⁵		Chen2013			远	1406	FAR	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	远	tɬi⁵⁵
12999	qiandongeast-Chen-2013-888-535-1		qiandongeast	Chen-2013-888-535	fue²⁴	fue²⁴	f ue ²⁴		Chen2013			远	1406	FAR	Qiandong, East	east2370					Qiandong, East	远	fue²⁴
13001	qiandongwest-Chen-2013-888-535-1		qiandongwest	Chen-2013-888-535	kui⁴⁴	kui⁴⁴	k u i ⁴⁴		Chen2013			远	1406	FAR	Qiandong, West						Qiandong, West	远	kui⁴⁴
13002	bahengwest-Chen-2013-888-535-1		bahengwest	Chen-2013-888-535	ko³⁵	ko³⁵	k o ³⁵		Chen2013			远	1406	FAR	Baheng, West	pahn1237					Baheng, West	远	ko³⁵
13003	bahengeast-Chen-2013-888-535-1		bahengeast	Chen-2013-888-535	ko³⁵	ko³⁵	k o ³⁵		Chen2013			远	1406	FAR	Baheng, East	pahn1237					Baheng, East	远	ko³⁵
#
21297	luobuoheeastern-Chen-2013-888-877-1		luobuoheeastern	Chen-2013-888-877	ʔjɛ³³	ʔjɛ³³	ʔ j ɛ ³³		Chen2013			追	1435	HUNT	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	追	ʔjɛ³³
21298	luobuohewestern-Chen-2013-888-877-1		luobuohewestern	Chen-2013-888-877	ʔjæ³¹	ʔjæ³¹	ʔ j æ ³¹		Chen2013			追	1435	HUNT	Luobuohe, Western	luop1235					Luobuohe, Western	追	ʔjæ³¹
21310	bahengeast-Chen-2013-888-877-1		bahengeast	Chen-2013-888-877	kei³⁵	kei³⁵	k ei ³⁵		Chen2013			追	1435	HUNT	Baheng, East	pahn1237					Baheng, East	追	kei³⁵
21309	bahengwest-Chen-2013-888-877-1		bahengwest	Chen-2013-888-877	ju⁴²	ju⁴²	j u ⁴²		Chen2013			追	1435	HUNT	Baheng, West	pahn1237					Baheng, West	追	ju⁴²
21299	chuanqiandian-Chen-2013-888-877-1		chuanqiandian	Chen-2013-888-877	leu⁵⁵	leu⁵⁵	l eu ⁵⁵		Chen2013			追	1435	HUNT	Chuanqiandian	chua1256					Chuanqiandian	追	leu⁵⁵
21300	chuanqiandiancentralguizhou-Chen-2013-888-877-1		chuanqiandiancentralguizhou	Chen-2013-888-877	ʐə⁴²	ʐə⁴²	ʐ ə ⁴²		Chen2013			追	1435	HUNT	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	追	ʐə⁴²
21301	chuanqiandiansouthernguizhou-Chen-2013-888-877-1		chuanqiandiansouthernguizhou	Chen-2013-888-877	haŋ⁴²	haŋ⁴²	h a ŋ ⁴²		Chen2013			追	1435	HUNT	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	追	haŋ⁴²
21302	chuanqiandiannortheastyunnan-Chen-2013-888-877-1		chuanqiandiannortheastyunnan	Chen-2013-888-877	ley⁵⁵	ley⁵⁵	l ey ⁵⁵		Chen2013			追	1435	HUNT	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	追	ley⁵⁵
21306	qiandongeast-Chen-2013-888-877-1		qiandongeast	Chen-2013-888-877	vuŋ²⁴	vuŋ²⁴	v u ŋ ²⁴		Chen2013			追	1435	HUNT	Qiandong, East	east2370					Qiandong, East	追	vuŋ²⁴
21308	qiandongwest-Chen-2013-888-877-1		qiandongwest	Chen-2013-888-877	tɕu²²	tɕu²²	tɕ u ²²		Chen2013			追	1435	HUNT	Qiandong, West						Qiandong, West	追	tɕu²²
#
19677	luobuoheeastern-Chen-2013-888-810-1		luobuoheeastern	Chen-2013-888-810	ʑuŋ³¹	ʑuŋ³¹	ʑ u ŋ ³¹		Chen2013			送（客）	1447	GIVE	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	送（客）	ʑuŋ³¹
19678	luobuohewestern-Chen-2013-888-810-1		luobuohewestern	Chen-2013-888-810	soŋ³⁵	soŋ³⁵	s o ŋ ³⁵		Chen2013			送（客）	1447	GIVE	Luobuohe, Western	luop1235					Luobuohe, Western	送（客）	soŋ³⁵
19679	chuanqiandian-Chen-2013-888-810-1		chuanqiandian	Chen-2013-888-810	saŋ⁴⁴	saŋ⁴⁴	s a ŋ ⁴⁴		Chen2013			送（客）	1447	GIVE	Chuanqiandian	chua1256					Chuanqiandian	送（客）	saŋ⁴⁴
19680	chuanqiandiancentralguizhou-Chen-2013-888-810-1		chuanqiandiancentralguizhou	Chen-2013-888-810	sʰã⁴²	sʰã⁴²	sʰ ã ⁴²		Chen2013			送（客）	1447	GIVE	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	送（客）	sʰã⁴²
19681	chuanqiandiansouthernguizhou-Chen-2013-888-810-1		chuanqiandiansouthernguizhou	Chen-2013-888-810	saŋ³⁵	saŋ³⁵	s a ŋ ³⁵		Chen2013			送（客）	1447	GIVE	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	送（客）	saŋ³⁵
19682	chuanqiandiannortheastyunnan-Chen-2013-888-810-1		chuanqiandiannortheastyunnan	Chen-2013-888-810	saɯ³³	saɯ³³	s a ɯ ³³		Chen2013			送（客）	1447	GIVE	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	送（客）	saɯ³³
19686	qiandongeast-Chen-2013-888-810-1		qiandongeast	Chen-2013-888-810	suŋ⁴⁴	suŋ⁴⁴	s u ŋ ⁴⁴		Chen2013			送（客）	1447	GIVE	Qiandong, East	east2370					Qiandong, East	送（客）	suŋ⁴⁴
19688	qiandongwest-Chen-2013-888-810-1		qiandongwest	Chen-2013-888-810	sʰuŋ³³	sʰuŋ³³	sʰ u ŋ ³³		Chen2013			送（客）	1447	GIVE	Qiandong, West						Qiandong, West	送（客）	sʰuŋ³³
19689	bahengwest-Chen-2013-888-810-1		bahengwest	Chen-2013-888-810	soŋ⁵⁵	soŋ⁵⁵	s o ŋ ⁵⁵		Chen2013			送（客）	1447	GIVE	Baheng, West	pahn1237					Baheng, West	送（客）	soŋ⁵⁵
19690	bahengeast-Chen-2013-888-810-1		bahengeast	Chen-2013-888-810	suŋ⁵⁵	suŋ⁵⁵	s u ŋ ⁵⁵		Chen2013			送（客）	1447	GIVE	Baheng, East	pahn1237					Baheng, East	送（客）	suŋ⁵⁵
#
20542	chuanqiandiannortheastyunnan-Chen-2013-888-845-1		chuanqiandiannortheastyunnan	Chen-2013-888-845	sai⁵⁵	sai⁵⁵	s ai ⁵⁵		Chen2013			选	1750	CHOOSE	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	选	sai⁵⁵
20540	chuanqiandiancentralguizhou-Chen-2013-888-845-1		chuanqiandiancentralguizhou	Chen-2013-888-845	ʂə⁴²	ʂə⁴²	ʂ ə ⁴²		Chen2013			选	1750	CHOOSE	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	选	ʂə⁴²
20538	luobuoheeastern-Chen-2013-888-845-1		luobuoheeastern	Chen-2013-888-845	sen⁵⁵	sen⁵⁵	s e n ⁵⁵		Chen2013			选	1750	CHOOSE	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	选	sen⁵⁵
20539	chuanqiandian-Chen-2013-888-845-1		chuanqiandian	Chen-2013-888-845	sai⁵⁵	sai⁵⁵	s ai ⁵⁵		Chen2013			选	1750	CHOOSE	Chuanqiandian	chua1256					Chuanqiandian	选	sai⁵⁵
20541	chuanqiandiansouthernguizhou-Chen-2013-888-845-1		chuanqiandiansouthernguizhou	Chen-2013-888-845	ʐə¹³	ʐə¹³	ʐ ə ¹³		Chen2013			选	1750	CHOOSE	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	选	ʐə¹³
20546	qiandongeast-Chen-2013-888-845-1		qiandongeast	Chen-2013-888-845	qen³³	qen³³	q e n ³³		Chen2013			选	1750	CHOOSE	Qiandong, East	east2370					Qiandong, East	选	qen³³
20548	qiandongwest-Chen-2013-888-845-1		qiandongwest	Chen-2013-888-845	ho¹¹	ho¹¹	h o ¹¹		Chen2013			选	1750	CHOOSE	Qiandong, West						Qiandong, West	选	ho¹¹
20549	bahengwest-Chen-2013-888-845-1		bahengwest	Chen-2013-888-845	wei¹¹	wei¹¹	w ei ¹¹		Chen2013			选	1750	CHOOSE	Baheng, West	pahn1237					Baheng, West	选	wei¹¹
20550	bahengeast-Chen-2013-888-845-1		bahengeast	Chen-2013-888-845	ŋkwi³³	ŋkwi³³	ⁿk w i ³³		Chen2013			选	1750	CHOOSE	Baheng, East	pahn1237					Baheng, East	选	ⁿkwi³³
#
12755	bahengwest-Chen-2013-888-525-1		bahengwest	Chen-2013-888-525	n̩³³; n̩⁵⁵	n̩³³	m n̩ ³³		Chen2013			那	78	THAT	Baheng, West	pahn1237					Baheng, West	那	mn̩³³
12756	bahengeast-Chen-2013-888-525-1		bahengeast	Chen-2013-888-525	m̩⁵⁵; wo⁵⁵	m̩⁵⁵	n m̩ ⁵⁵		Chen2013			那	78	THAT	Baheng, East	pahn1237					Baheng, East	那	nm̩⁵⁵
12743	luobuoheeastern-Chen-2013-888-525-1		luobuoheeastern	Chen-2013-888-525	ʔi⁵⁵; kuŋ³¹	ʔi⁵⁵	ʔ i ⁵⁵		Chen2013			那	78	THAT	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	那	ʔi⁵⁵
12744	luobuohewestern-Chen-2013-888-525-1		luobuohewestern	Chen-2013-888-525	nɑ⁵⁵; ʔe⁵⁵	nɑ⁵⁵	n ɑ ⁵⁵		Chen2013			那	78	THAT	Luobuohe, Western	luop1235					Luobuohe, Western	那	nɑ⁵⁵
12745	chuanqiandian-Chen-2013-888-525-1		chuanqiandian	Chen-2013-888-525	ʔi⁵⁵; ʔo³³; ʑi⁴⁴	ʔi⁵⁵	ʔ i ⁵⁵		Chen2013			那	78	THAT	Chuanqiandian	chua1256					Chuanqiandian	那	ʔi⁵⁵
12746	chuanqiandiancentralguizhou-Chen-2013-888-525-1		chuanqiandiancentralguizhou	Chen-2013-888-525	ŋ̩³¹	ŋ̩³¹	ŋ̩ ³¹		Chen2013			那	78	THAT	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	那	ŋ̩³¹
12747	chuanqiandiansouthernguizhou-Chen-2013-888-525-1		chuanqiandiansouthernguizhou	Chen-2013-888-525	ʔi⁴²; ʔoŋ³²; kɯ⁵³	ʔi⁴²	ʔ i ⁴²		Chen2013			那	78	THAT	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	那	ʔi⁴²
12748	chuanqiandiannortheastyunnan-Chen-2013-888-525-1		chuanqiandiannortheastyunnan	Chen-2013-888-525	ʔi³³; vɦai³⁵; ʔi⁵⁵	ʔi³³	ʔ i ³³		Chen2013			那	78	THAT	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	那	ʔi³³
12752	qiandongeast-Chen-2013-888-525-1		qiandongeast	Chen-2013-888-525	ŋa³³; qɛ³³	ŋa³³	ŋ a ³³		Chen2013			那	78	THAT	Qiandong, East	east2370					Qiandong, East	那	ŋa³³
