ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	STRUCTURE
275	12	dew	Numao	Numao	ȵtɕe⁴⁴ʔou³³	ȵtɕe⁴⁴ʔou³³	ⁿtɕ e ⁴⁴ + ʔ ɔ ³³	numa1251	1977	25.447767	108.064732		2 7 8 9 1 7 8	AXT_AXT	CE5_HU4	9	9.C.C 9.E.V 9.5.T 9._._ 9.H.C 9.U.V 9.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿtɕe⁴⁴+ʔɔ³³	0	520 523	ⁿtɕ - e ⁴⁴ + ʔ ɔ - ³³	i n t + i n t
276	12	dew	WesternLuobuohe	Luobuohe, Western	ʔə⁰²ʑo³⁵ʑo³⁵	ʔə⁰²ʑo³⁵ʑo³⁵	ʔ ə ⁰/² + ʑ o ³⁵ + ʑ o ³⁵	luop1235	1977	26.854607	107.226676		1 7 8 9 3 7 8 9 3 7 8	AXT_AXT_AXT	HE6_SU2_SU2	11	11.H.C 11.E.V 11.6.T 11._._ 11.S.C 11.U.V 11.2.T 11._._ 11.S.C 11.U.V 11.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+ʑo³⁵+ʑo³⁵	0	523 520 526	ʔ ə - ⁰/² + ʑ - o ³⁵ + ʑ o ³⁵	i n t + i n t + i n t
279	12	dew	BiaoMin	Biao Min	kla³⁵ʔən³³	kla³⁵ʔən³³	k l a ³⁵ + ʔ ə n ³³	biao1254	1977	25.82286	111.29622		1 5 7 8 9 1 7 4 8	ACXT_AXLT	KLA2_HEN4	2	2.K.C 2.L.C 2.A.V 2.2.T 2._._ 2.H.C 2.E.V 2.N.c 2.4.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	kla³⁵+ʔən³³	0	522 523	k l a ³⁵ + ʔ ə n ³³	i m n t + i n c t
281	12	dew	ZaoMin	Zao Min	ta⁴²m̩²⁴	ta⁴²m̩²⁴	t a ⁴² + m m̩ ²⁴	dzao1238	1977	24.612303	112.266749		1 7 8 9 4 4 8	AXT_ALT	TA3_MM2	15	15.T.C 15.A.V 15.3.T 15._._ 15.M.C 15.M.c 15.2.T	1.6 3.0 1.0 0.0 1.6 1.1 1.0	ta⁴²+mm̩²⁴	0	528 529	t a ⁴² + m - - m̩ ²⁴	i n t + i c t
283	12	dew	Younuo	Younuo	soŋ⁴⁴sui⁵⁴	soŋ⁴⁴sui⁵⁴	s o ŋ ⁴⁴ + s ui ⁵⁴	youn1235	1977	25.730893	110.115975		3 7 4 8 9 3 7 8	AXLT_AXT	SUN5_SY3	14	14.S.C 14.U.V 14.N.c 14.5.T 14._._ 14.S.C 14.Y.V 14.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	soŋ⁴⁴+sui⁵⁴	0	523 520	s o ŋ ⁴⁴ + s - ui ⁵⁴	i n c t + i n t
286	12	dew	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ʔõ²⁴tə⁰²po⁴²	ʔõ²⁴tə⁰²po⁴²	ʔ õ ²⁴ + t ə ⁰/² + p o ⁴²	nort2749	1977	26.231562	106.861969		1 7 8 9 1 7 8 9 1 7 8	AXT_AXT_AXT	HU2_TE6_PU3	3	3.H.C 3.U.V 3.2.T 3._._ 3.T.C 3.E.V 3.6.T 3._._ 3.P.C 3.U.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔõ²⁴+tə⁰/²+po⁴²	0	523 528 521	ʔ õ - ²⁴ + t ə ⁰/² + p o ⁴²	i n t + i n t + i n t
287	12	dew	WesternXiangxi	Xiangxi, West	ʔu³⁵ɕɯ⁵³	ʔu³⁵ɕɯ⁵³	ʔ u ³⁵ + ɕ ɯ ⁵³	west2430	1977	28.33212	109.422366		1 7 8 9 3 7 8	AXT_AXT	HY2_SI3	13	13.H.C 13.Y.V 13.2.T 13._._ 13.S.C 13.I.V 13.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔu³⁵+ɕɯ⁵³	0	523 520	ʔ u - ³⁵ + ɕ - ɯ ⁵³	i n t + i n t
288	12	dew	EasternLuobuohe	Luobuohe, Eastern	ʔuŋ³¹ʑo²⁴	ʔuŋ³¹ʑo²⁴	ʔ u ŋ ³¹ + ʑ o ²⁴	luop1235	1977	26.63966	107.913354		1 7 4 8 9 3 7 8	AXLT_AXT	HYN3_SU2	6	6.H.C 6.Y.V 6.N.c 6.3.T 6._._ 6.S.C 6.U.V 6.2.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ʔuŋ³¹+ʑo²⁴	0	523 520	ʔ u ŋ ³¹ + ʑ - o ²⁴	i n c t + i n t
292	12	dew	Bana	Bana	ʔŋ̩¹³lau⁵³ɕi⁴⁴	ʔŋ̩¹³lau⁵³ɕi⁴⁴	ˀŋ ŋ̍ ¹³ + l au ⁵³ + ɕ i ⁴⁴		1977	26.265147	110.096902		4 4 8 9 5 7 8 9 3 7 8	ALT_AXT_AXT	NN2_LA3_SI5	1	1.N.C 1.N.c 1.2.T 1._._ 1.L.C 1.A.V 1.3.T 1._._ 1.S.C 1.I.V 1.5.T	1.6 1.1 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	ˀŋŋ̍¹³+lau⁵³+ɕi⁴⁴	0	525 524 520	ˀŋ ŋ̍ ¹³ + l au ⁵³ + ɕ - i ⁴⁴	i c t + i n t + i n t
293	12	dew	EasternXiangxi	Xiangxi, East	lu¹³suei³⁵	lu¹³suei³⁵	l u ¹³ + s u/w ei ³⁵	east2371	1977	28.124036	109.890473		5 7 8 9 3 6 7 8	AXT_ACXT	LY2_SWE2	8	8.L.C 8.Y.V 8.2.T 8._._ 8.S.C 8.W.C 8.E.V 8.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	lu¹³+su/wei³⁵	0	524 520	l u ¹³ + s u/w ei ³⁵	i n t + i m n t
294	12	dew	EasternQiandong	Qiandong, East	ʔeu²⁴sau⁴⁴po⁵³	ʔeu²⁴sau⁴⁴po⁵³	ʔ eu ²⁴ + s au ⁴⁴ + p o ⁵³	east2370	1977	27.78098	110.499463		1 7 8 9 3 7 8 9 1 7 8	AXT_AXT_AXT	HE2_SA5_PU3	7	7.H.C 7.E.V 7.2.T 7._._ 7.S.C 7.A.V 7.5.T 7._._ 7.P.C 7.U.V 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔeu²⁴+sau⁴⁴+po⁵³	0	523 520 521	ʔ eu - ²⁴ + s - au ⁴⁴ + p o ⁵³	i n t + i n t + i n t
295	12	dew	WesternQiandong	Qiandong, West	ʔeu⁴⁴ha⁴⁴	ʔeu⁴⁴ha⁴⁴	ʔ eu ⁴⁴ + h a ⁴⁴		1977	26.43106	107.68758		1 7 8 9 3 7 8	AXT_AXT	HE5_HA5	12	12.H.C 12.E.V 12.5.T 12._._ 12.H.C 12.A.V 12.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔeu⁴⁴+ha⁴⁴	0	523 527	ʔ eu - ⁴⁴ + h a ⁴⁴	i n t + i n t
296	12	dew	EasternBahen	Baheng, East	ʔaŋ³⁵lu³¹	ʔaŋ³⁵lu³¹	ʔ a ŋ ³⁵ + l u ³¹	pahn1237	1977	27.11733	111.02615		1 7 4 8 9 5 7 8	AXLT_AXT	HAN2_LY3	5	5.H.C 5.A.V 5.N.c 5.2.T 5._._ 5.L.C 5.Y.V 5.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ʔaŋ³⁵+lu³¹	0	523 524	ʔ a ŋ ³⁵ + l u ³¹	i n c t + i n t
297	12	dew	Chuanqiandian	Chuanqiandian	lu¹³	lu¹³	l u ¹³	chua1256	1977	27.51846	105.421028		5 7 8	AXT	LY2	4	4.L.C 4.Y.V 4.2.T	1.6 3.0 1.0	lu¹³	0	524	l u ¹³	i n t
14131	581	die	Numao	Numao	tau³¹	tau³¹	t au ³¹	numa1251	1494	25.447767	108.064732		1 7 8	AXT	TA3	9	9.T.C 9.A.V 9.3.T	1.6 3.0 1.0	tau³¹	1	529	t - au - ³¹	i n t
14130	581	die	WesternBaheng	Baheng, West	tei⁴⁴	tei⁴⁴	t ei ⁴⁴	pahn1237	1494	25.74971	109.286281		1 7 8	AXT	TE5	10	10.T.C 10.E.V 10.5.T	1.6 3.0 1.0	tei⁴⁴	1	529	t - ei - ⁴⁴	i n t
14132	581	die	WesternLuobuohe	Luobuohe, Western	ðɑ³⁵	ðɑ³⁵	ð ɑ ³⁵	luop1235	1494	26.854607	107.226676		3 7 8	AXT	DA2	11	11.D.C 11.A.V 11.2.T	1.6 3.0 1.0	ðɑ³⁵	0	529	ð - ɑ - ³⁵	i n t
14135	581	die	BiaoMin	Biao Min	tai⁴²	tai⁴²	t ai ⁴²	biao1254	1494	25.82286	111.29622		1 7 8	AXT	TA3	2	2.T.C 2.A.V 2.3.T	1.6 3.0 1.0	tai⁴²	0	529	t - ai - ⁴²	i n t
14137	581	die	ZaoMin	Zao Min	tai²²	tai²²	t ai ²²	dzao1238	1494	24.612303	112.266749		1 7 8	AXT	TA1	15	15.T.C 15.A.V 15.1.T	1.6 3.0 1.0	tai²²	0	529	t - ai - ²²	i n t
14139	581	die	Younuo	Younuo	to³²	to³²	t o ³²	youn1235	1494	25.730893	110.115975		1 7 8	AXT	TU3	14	14.T.C 14.U.V 14.3.T	1.6 3.0 1.0	to³²	0	529	t - o - ³²	i n t
14142	581	die	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	tu²²	tu²²	t u ²²	nort2749	1494	26.231562	106.861969		1 7 8	AXT	TY1	3	3.T.C 3.Y.V 3.1.T	1.6 3.0 1.0	tu²²	0	529	t - u - ²²	i n t
14143	581	die	WesternXiangxi	Xiangxi, West	tɑ⁴²	tɑ⁴²	t ɑ ⁴²	west2430	1494	28.33212	109.422366		1 7 8	AXT	TA3	13	13.T.C 13.A.V 13.3.T	1.6 3.0 1.0	tɑ⁴²	0	529	t - ɑ - ⁴²	i n t
14144	581	die	EasternLuobuohe	Luobuohe, Eastern	za²⁴	za²⁴	z a ²⁴	luop1235	1494	26.63966	107.913354		3 7 8	AXT	SA2	6	6.S.C 6.A.V 6.2.T	1.6 3.0 1.0	za²⁴	0	529	z - a - ²⁴	i n t
14148	581	die	Bana	Bana	ta²²	ta²²	t a ²²		1494	26.265147	110.096902		1 7 8	AXT	TA1	1	1.T.C 1.A.V 1.1.T	1.6 3.0 1.0	ta²²	0	529	t - a - ²²	i n t
14150	581	die	EasternQiandong	Qiandong, East	ta⁵³	ta⁵³	t a ⁵³	east2370	1494	27.78098	110.499463		1 7 8	AXT	TA3	7	7.T.C 7.A.V 7.3.T	1.6 3.0 1.0	ta⁵³	0	529	t - a - ⁵³	i n t
14151	581	die	WesternQiandong	Qiandong, West	ta²²	ta²²	t a ²²		1494	26.43106	107.68758		1 7 8	AXT	TA1	12	12.T.C 12.A.V 12.1.T	1.6 3.0 1.0	ta²²	0	529	t - a - ²²	i n t
14152	581	die	EasternBahen	Baheng, East	te³¹	te³¹	t e ³¹	pahn1237	1494	27.11733	111.02615		1 7 8	AXT	TE3	5	5.T.C 5.E.V 5.3.T	1.6 3.0 1.0	te³¹	0	529	t - e - ³¹	i n t
14153	581	die	Chuanqiandian	Chuanqiandian	tua¹³	tua¹³	t u/w a ¹³	chua1256	1494	27.51846	105.421028		1 6 7 8	ACXT	TWA2	4	4.T.C 4.W.C 4.A.V 4.2.T	1.6 1.2 3.0 1.0	tu/wa¹³	0	529	t u/w a - ¹³	i m n t
14149	581	die	EasternXiangxi	Xiangxi, East	da¹³	da¹³	d a ¹³	east2371	1494	28.124036	109.890473		1 7 8	AXT	TA2	8	8.T.C 8.A.V 8.2.T	1.6 3.0 1.0	da¹³	0	529	d - a - ¹³	i n t
20127	828	dig	WesternBaheng	Baheng, West	me¹¹	me¹¹	m e ¹¹	pahn1237	1418	25.74971	109.286281		4 7 8	AXT	ME1	10	10.M.C 10.E.V 10.1.T	1.6 3.0 1.0	me¹¹	0	536	m e ¹¹	i n t
20128	828	dig	Numao	Numao	mpei¹³	mpei¹³	ⁿp ei ¹³	numa1251	1418	25.447767	108.064732		1 7 8	AXT	PE2	9	9.P.C 9.E.V 9.2.T	1.6 3.0 1.0	ⁿpei¹³	1	532	ⁿp ei ¹³	i n t
20129	828	dig	WesternLuobuohe	Luobuohe, Western	ȵtɕo³¹	ȵtɕo³¹	ⁿtɕ o ³¹	luop1235	1418	26.854607	107.226676		2 7 8	AXT	CU3	11	11.C.C 11.U.V 11.3.T	1.6 3.0 1.0	ⁿtɕo³¹	1	534	ⁿtɕ o ³¹	i n t
20132	828	dig	BiaoMin	Biao Min	wut⁵³	wut⁵³	w u t ⁵³	biao1254	1418	25.82286	111.29622		6 7 1 8	AXLT	WYT3	2	2.W.C 2.Y.V 2.T.c 2.3.T	1.6 3.0 1.1 1.0	wut⁵³	0	533	- w u t ⁵³	m n c t
20134	828	dig	ZaoMin	Zao Min	vet⁴⁴	vet⁴⁴	v e t ⁴⁴	dzao1238	1418	24.612303	112.266749		3 7 1 8	AXLT	BET5	15	15.B.C 15.E.V 15.T.c 15.5.T	1.6 3.0 1.1 1.0	vet⁴⁴	0	533	v - e t ⁴⁴	i n c t
20136	828	dig	Younuo	Younuo	tsʰau¹³	tsʰau¹³	tsʰ au ¹³	youn1235	1418	25.730893	110.115975		2 7 8	AXT	CA2	14	14.C.C 14.A.V 14.2.T	1.6 3.0 1.0	tsʰau¹³	0	534	tsʰ au ¹³	i n t
20139	828	dig	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ȵtɕə⁴²	ȵtɕə⁴²	ⁿtɕ ə ⁴²	nort2749	1418	26.231562	106.861969		2 7 8	AXT	CE3	3	3.C.C 3.E.V 3.3.T	1.6 3.0 1.0	ⁿtɕə⁴²	1	534	ⁿtɕ ə ⁴²	i n t
20140	828	dig	WesternXiangxi	Xiangxi, West	pʰə³⁵	pʰə³⁵	pʰ ə ³⁵	west2430	1418	28.33212	109.422366		1 7 8	AXT	PE2	13	13.P.C 13.E.V 13.2.T	1.6 3.0 1.0	pʰə³⁵	0	532	pʰ ə ³⁵	i n t
20141	828	dig	EasternLuobuohe	Luobuohe, Eastern	ȵtɕo³³	ȵtɕo³³	ⁿtɕ o ³³	luop1235	1418	26.63966	107.913354		2 7 8	AXT	CU4	6	6.C.C 6.U.V 6.4.T	1.6 3.0 1.0	ⁿtɕo³³	1	534	ⁿtɕ o ³³	i n t
20145	828	dig	Bana	Bana	va⁵⁵	va⁵⁵	v a ⁵⁵		1418	26.265147	110.096902		3 7 8	AXT	BA5	1	1.B.C 1.A.V 1.5.T	1.6 3.0 1.0	va⁵⁵	0	535	v a ⁵⁵	i n t
20146	828	dig	EasternXiangxi	Xiangxi, East	pʰa⁵³	pʰa⁵³	pʰ a ⁵³	east2371	1418	28.124036	109.890473		1 7 8	AXT	PA3	8	8.P.C 8.A.V 8.3.T	1.6 3.0 1.0	pʰa⁵³	1	532	pʰ a ⁵³	i n t
20148	828	dig	WesternQiandong	Qiandong, West	tɕo¹¹	tɕo¹¹	tɕ o ¹¹		1418	26.43106	107.68758		2 7 8	AXT	CU1	12	12.C.C 12.U.V 12.1.T	1.6 3.0 1.0	tɕo¹¹	0	534	tɕ o ¹¹	i n t
20150	828	dig	Chuanqiandian	Chuanqiandian	ȵtɕeu³³	ȵtɕeu³³	ⁿtɕ eu ³³	chua1256	1418	27.51846	105.421028		2 7 8	AXT	CE4	4	4.C.C 4.E.V 4.4.T	1.6 3.0 1.0	ⁿtɕeu³³	1	534	ⁿtɕ eu ³³	i n t
20149	828	dig	EasternBahen	Baheng, East	kʰwei³⁵	kʰwei³⁵	kʰ w ei ³⁵	pahn1237	1418	27.11733	111.02615		1 6 7 8	ACXT	KWE2	5	5.K.C 5.W.C 5.E.V 5.2.T	1.6 1.2 3.0 1.0	kʰwei³⁵	1	531	kʰ w ei ³⁵	i m n t
20147	828	dig	EasternQiandong	Qiandong, East	quŋ⁴⁴	quŋ⁴⁴	q u ŋ ⁴⁴	east2370	1418	27.78098	110.499463		1 7 4 8	AXLT	KYN5	7	7.K.C 7.Y.V 7.N.c 7.5.T	1.6 3.0 1.1 1.0	quŋ⁴⁴	0	537	q u ŋ ⁴⁴	i n c t
17136	705	dig the soil (pig’s behavior)	WesternBaheng	Baheng, West	pʰei³⁵	pʰei³⁵	pʰ ei ³⁵	pahn1237		25.74971	109.286281		1 7 8	AXT	PE2	10	10.P.C 10.E.V 10.2.T	1.6 3.0 1.0	pʰei³⁵	0	540	pʰ - ei ³⁵	i n t
17137	705	dig the soil (pig’s behavior)	Numao	Numao	pʰei³³	pʰei³³	pʰ ei ³³	numa1251		25.447767	108.064732		1 7 8	AXT	PE4	9	9.P.C 9.E.V 9.4.T	1.6 3.0 1.0	pʰei³³	0	540	pʰ - ei ³³	i n t
17138	705	dig the soil (pig’s behavior)	WesternLuobuohe	Luobuohe, Western	χu³¹	χu³¹	χ u ³¹	luop1235		26.854607	107.226676		3 7 8	AXT	GY3	11	11.G.C 11.Y.V 11.3.T	1.6 3.0 1.0	χu³¹	0	539	χ u ³¹	i n t
17142	705	dig the soil (pig’s behavior)	ZaoMin	Zao Min	ɕu²⁴	ɕu²⁴	ɕ u ²⁴	dzao1238		24.612303	112.266749		3 7 8	AXT	SY2	15	15.S.C 15.Y.V 15.2.T	1.6 3.0 1.0	ɕu²⁴	0	541	ɕ u ²⁴	i n t
17144	705	dig the soil (pig’s behavior)	Younuo	Younuo	tsʰɒ⁵⁴	tsʰɒ⁵⁴	tsʰ ɒ ⁵⁴	youn1235		25.730893	110.115975		2 7 8	AXT	CO3	14	14.C.C 14.O.V 14.3.T	1.6 3.0 1.0	tsʰɒ⁵⁴	0	541	tsʰ ɒ ⁵⁴	i n t
17147	705	dig the soil (pig’s behavior)	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	pʰɯ²⁴	pʰɯ²⁴	pʰ ɯ ²⁴	nort2749		26.231562	106.861969		1 7 8	AXT	PI2	3	3.P.C 3.I.V 3.2.T	1.6 3.0 1.0	pʰɯ²⁴	0	540	pʰ - ɯ ²⁴	i n t
17149	705	dig the soil (pig’s behavior)	EasternLuobuohe	Luobuohe, Eastern	χu³¹	χu³¹	χ u ³¹	luop1235		26.63966	107.913354		3 7 8	AXT	GY3	6	6.G.C 6.Y.V 6.3.T	1.6 3.0 1.0	χu³¹	0	539	χ u ³¹	i n t
17153	705	dig the soil (pig’s behavior)	Bana	Bana	tsau³⁵	tsau³⁵	ts au ³⁵			26.265147	110.096902		2 7 8	AXT	CA2	1	1.C.C 1.A.V 1.2.T	1.6 3.0 1.0	tsau³⁵	0	541	ts au ³⁵	i n t
17155	705	dig the soil (pig’s behavior)	EasternQiandong	Qiandong, East	pʰue²⁴	pʰue²⁴	pʰ u/w e ²⁴	east2370		27.78098	110.499463		1 6 7 8	ACXT	PWE2	7	7.P.C 7.W.C 7.E.V 7.2.T	1.6 1.2 3.0 1.0	pʰu/we²⁴	0	540	pʰ u/w e ²⁴	i m n t
17157	705	dig the soil (pig’s behavior)	EasternBahen	Baheng, East	pʰi³⁵	pʰi³⁵	pʰ i ³⁵	pahn1237		27.11733	111.02615		1 7 8	AXT	PI2	5	5.P.C 5.I.V 5.2.T	1.6 3.0 1.0	pʰi³⁵	0	540	pʰ - i ³⁵	i n t
17158	705	dig the soil (pig’s behavior)	Chuanqiandian	Chuanqiandian	pʰu⁴³	pʰu⁴³	pʰ u ⁴³	chua1256		27.51846	105.421028		1 7 8	AXT	PY3	4	4.P.C 4.Y.V 4.3.T	1.6 3.0 1.0	pʰu⁴³	0	540	pʰ - u ⁴³	i n t
17148	705	dig the soil (pig’s behavior)	WesternXiangxi	Xiangxi, West	tɕi⁴⁴kʰɔ⁴⁴	tɕi⁴⁴kʰɔ⁴⁴	tɕ i ⁴⁴ + kʰ ɔ ⁴⁴	west2430		28.33212	109.422366		2 7 8 9 1 7 8	AXT_AXT	CI5_KU5	13	13.C.C 13.I.V 13.5.T 13._._ 13.K.C 13.U.V 13.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕi⁴⁴+kʰɔ⁴⁴	0	541 543	tɕ i ⁴⁴ + kʰ ɔ ⁴⁴	i n t + i n t
17156	705	dig the soil (pig’s behavior)	WesternQiandong	Qiandong, West	kʰun³³	kʰun³³	kʰ u n ³³			26.43106	107.68758		1 7 4 8	AXLT	KYN4	12	12.K.C 12.Y.V 12.N.c 12.4.T	1.6 3.0 1.1 1.0	kʰun³³	0	544	kʰ u n ³³	i n c t
17154	705	dig the soil (pig’s behavior)	EasternXiangxi	Xiangxi, East	ȵuŋ³¹	ȵuŋ³¹	ȵ u ŋ ³¹	east2371		28.124036	109.890473		4 7 4 8	AXLT	NYN3	8	8.N.C 8.Y.V 8.N.c 8.3.T	1.6 3.0 1.1 1.0	ȵuŋ³¹	0	542	ȵ u ŋ ³¹	i n c t
15029	618	dirty	WesternBaheng	Baheng, West	pa⁴²lɛ⁵³	pa⁴²lɛ⁵³	p a ⁴² + l ɛ ⁵³	pahn1237	1230	25.74971	109.286281		1 7 8 9 5 7 8	AXT_AXT	PA3_LE3	10	10.P.C 10.A.V 10.3.T 10._._ 10.L.C 10.E.V 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pa⁴²+lɛ⁵³	0	552 549	p a ⁴² + l - ɛ - ⁵³	i n t + i n t
15030	618	dirty	Numao	Numao	lan⁵³	lan⁵³	l a n ⁵³	numa1251	1230	25.447767	108.064732		5 7 4 8	AXLT	LAN3	9	9.L.C 9.A.V 9.N.c 9.3.T	1.6 3.0 1.1 1.0	lan⁵³	0	549	l - a n ⁵³	i n c t
15031	618	dirty	WesternLuobuohe	Luobuohe, Western	qlɑŋ³¹	qlɑŋ³¹	q l ɑ ŋ ³¹	luop1235	1230	26.854607	107.226676		1 5 7 4 8	ACXLT	KLAN3	11	11.K.C 11.L.C 11.A.V 11.N.c 11.3.T	1.6 1.2 3.0 1.1 1.0	qlɑŋ³¹	0	549	q l ɑ ŋ ³¹	i m n c t
15034	618	dirty	BiaoMin	Biao Min	lɛ⁵³tʰɛ³⁵	lɛ⁵³tʰɛ³⁵	l ɛ ⁵³ + tʰ ɛ ³⁵	biao1254	1230	25.82286	111.29622		5 7 8 9 1 7 8	AXT_AXT	LE3_TE2	2	2.L.C 2.E.V 2.3.T 2._._ 2.T.C 2.E.V 2.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	lɛ⁵³+tʰɛ³⁵	0	549 548	l - ɛ - ⁵³ + tʰ - ɛ ³⁵	i n t + i n t
15036	618	dirty	ZaoMin	Zao Min	ʔou⁴⁴tou⁴⁴	ʔou⁴⁴tou⁴⁴	ʔ ɔ ⁴⁴ + t ɔ ⁴⁴	dzao1238	1230	24.612303	112.266749		1 7 8 9 1 7 8	AXT_AXT	HU5_TU5	15	15.H.C 15.U.V 15.5.T 15._._ 15.T.C 15.U.V 15.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔɔ⁴⁴+tɔ⁴⁴	0	556 548	ʔ ɔ ⁴⁴ + t - ɔ ⁴⁴	i n t + i n t
15038	618	dirty	Younuo	Younuo	va⁵⁵tau⁴⁴	va⁵⁵tau⁴⁴	v a ⁵⁵ + t au ⁴⁴	youn1235	1230	25.730893	110.115975		3 7 8 9 1 7 8	AXT_AXT	BA5_TA5	14	14.B.C 14.A.V 14.5.T 14._._ 14.T.C 14.A.V 14.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	va⁵⁵+tau⁴⁴	0	546 548	v a ⁵⁵ + t - au ⁴⁴	i n t + i n t
15041	618	dirty	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	tẽ¹³qẽ⁴²	tẽ¹³qẽ⁴²	t ẽ ¹³ + q ẽ ⁴²	nort2749	1230	26.231562	106.861969		1 7 8 9 1 7 8	AXT_AXT	TE2_KE3	3	3.T.C 3.E.V 3.2.T 3._._ 3.K.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tẽ¹³+qẽ⁴²	0	548 547	t - ẽ ¹³ + q ẽ ⁴²	i n t + i n t
15042	618	dirty	WesternXiangxi	Xiangxi, West	mji³¹ɕɑŋ⁴⁴	mji³¹ɕɑŋ⁴⁴	m j i ³¹ + ɕ ɑ ŋ ⁴⁴	west2430	1230	28.33212	109.422366		4 6 7 8 9 3 7 4 8	ACXT_AXLT	MJI3_SAN5	13	13.M.C 13.J.C 13.I.V 13.3.T 13._._ 13.S.C 13.A.V 13.N.c 13.5.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	mji³¹+ɕɑŋ⁴⁴	0	557 554	m j i ³¹ + ɕ - ɑ ŋ ⁴⁴	i m n t + i n c t
15043	618	dirty	EasternLuobuohe	Luobuohe, Eastern	luŋ²⁴ʔa⁰²ku⁵⁵	luŋ²⁴ʔa⁰²ku⁵⁵	l u ŋ ²⁴ + ʔ a ⁰/² + k u ⁵⁵	luop1235	1230	26.63966	107.913354		5 7 4 8 9 1 7 8 9 1 7 8	AXLT_AXT_AXT	LYN2_HA6_KY5	6	6.L.C 6.Y.V 6.N.c 6.2.T 6._._ 6.H.C 6.A.V 6.6.T 6._._ 6.K.C 6.Y.V 6.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	luŋ²⁴+ʔa⁰/²+ku⁵⁵	0	549 550 558	l - u ŋ ²⁴ + ʔ a ⁰/² + k u ⁵⁵	i n c t + i n t + i n t
15047	618	dirty	Bana	Bana	ma³¹³kwa³¹³	ma³¹³kwa³¹³	m a ³¹³ + k w a ³¹³		1230	26.265147	110.096902		4 7 8 9 1 6 7 8	AXT_ACXT	MA6_KWA6	1	1.M.C 1.A.V 1.6.T 1._._ 1.K.C 1.W.C 1.A.V 1.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ma³¹³+kwa³¹³	0	553 551	m a ³¹³ + k w a ³¹³	i n t + i m n t
15048	618	dirty	EasternXiangxi	Xiangxi, East	pʰai⁵³lai³³	pʰai⁵³lai³³	pʰ ai ⁵³ + l ai ³³	east2371	1230	28.124036	109.890473		1 7 8 9 5 7 8	AXT_AXT	PA3_LA4	8	8.P.C 8.A.V 8.3.T 8._._ 8.L.C 8.A.V 8.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pʰai⁵³+lai³³	0	552 549	pʰ ai ⁵³ + l - ai - ³³	i n t + i n t
15049	618	dirty	EasternQiandong	Qiandong, East	ŋa²⁴tsa²⁴	ŋa²⁴tsa²⁴	ŋ a ²⁴ + ts a ²⁴	east2370	1230	27.78098	110.499463		4 7 8 9 2 7 8	AXT_AXT	NA2_CA2	7	7.N.C 7.A.V 7.2.T 7._._ 7.C.C 7.A.V 7.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ŋa²⁴+tsa²⁴	0	555 551	ŋ a ²⁴ + ts - a ²⁴	i n t + i n t
15050	618	dirty	WesternQiandong	Qiandong, West	va³³	va³³	v a ³³		1230	26.43106	107.68758		3 7 8	AXT	BA4	12	12.B.C 12.A.V 12.4.T	1.6 3.0 1.0	va³³	0	546	v a ³³	i n t
