ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	STRUCTURE
14041	577	wet	Younuo	Younuo	no⁴⁴	no⁴⁴	n o ⁴⁴	youn1235	1726	25.730893	110.115975		4 7 8	AXT	NU5	14	14.N.C 14.U.V 14.5.T	1.6 3.0 1.0	no⁴⁴	0	2619	n o ⁴⁴	i n t
14044	577	wet	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ntə̃²⁴	ntə̃²⁴	ⁿt ə̃ ²⁴	nort2749	1726	26.231562	106.861969		1 7 8	AXT	TE2	3	3.T.C 3.E.V 3.2.T	1.6 3.0 1.0	ⁿtə̃²⁴	0	2618	ⁿt ə̃ - ²⁴	i n t
14045	577	wet	WesternXiangxi	Xiangxi, West	nte³⁵	nte³⁵	ⁿt e ³⁵	west2430	1726	28.33212	109.422366		1 7 8	AXT	TE2	13	13.T.C 13.E.V 13.2.T	1.6 3.0 1.0	ⁿte³⁵	0	2618	ⁿt e - ³⁵	i n t
14046	577	wet	EasternLuobuohe	Luobuohe, Eastern	tə⁰²ndzo³³	tə⁰²ndzo³³	t ə ⁰/² + ⁿdz o ³³	luop1235	1726	26.63966	107.913354		1 7 8 9 2 7 8	AXT_AXT	TE6_CU4	6	6.T.C 6.E.V 6.6.T 6._._ 6.C.C 6.U.V 6.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+ⁿdzo³³	0	2618 2621	t ə - ⁰/² + ⁿdz o ³³	i n t + i n t
14050	577	wet	Bana	Bana	nai⁵³	nai⁵³	n ai ⁵³		1726	26.265147	110.096902		4 7 8	AXT	NA3	1	1.N.C 1.A.V 1.3.T	1.6 3.0 1.0	nai⁵³	0	2619	n ai ⁵³	i n t
14051	577	wet	EasternXiangxi	Xiangxi, East	dei³¹	dei³¹	d ei ³¹	east2371	1726	28.124036	109.890473		1 7 8	AXT	TE3	8	8.T.C 8.E.V 8.3.T	1.6 3.0 1.0	dei³¹	0	2618	d ei - ³¹	i n t
14052	577	wet	EasternQiandong	Qiandong, East	ɕeu¹³	ɕeu¹³	ɕ eu ¹³	east2370	1726	27.78098	110.499463		3 7 8	AXT	SE2	7	7.S.C 7.E.V 7.2.T	1.6 3.0 1.0	ɕeu¹³	0	2622	ɕ eu ¹³	i n t
14053	577	wet	WesternQiandong	Qiandong, West	neu³³	neu³³	n eu ³³		1726	26.43106	107.68758		4 7 8	AXT	NE4	12	12.N.C 12.E.V 12.4.T	1.6 3.0 1.0	neu³³	0	2619	n eu ³³	i n t
14054	577	wet	EasternBahen	Baheng, East	ŋkwe⁵³	ŋkwe⁵³	ⁿk w e ⁵³	pahn1237	1726	27.11733	111.02615		1 6 7 8	ACXT	KWE3	5	5.K.C 5.W.C 5.E.V 5.3.T	1.6 1.2 3.0 1.0	ⁿkwe⁵³	0	2620	ⁿk w e ⁵³	i m n t
14055	577	wet	Chuanqiandian	Chuanqiandian	nto⁴³	nto⁴³	ⁿt o ⁴³	chua1256	1726	27.51846	105.421028		1 7 8	AXT	TU3	4	4.T.C 4.U.V 4.3.T	1.6 3.0 1.0	ⁿto⁴³	0	2618	ⁿt o - ⁴³	i n t
12725	524	what	WesternBaheng	Baheng, West	tei⁴⁴haŋ³³	tei⁴⁴haŋ³³	t ei ⁴⁴ + h a ŋ ³³	pahn1237	1236	25.74971	109.286281		1 7 8 9 3 7 4 8	AXT_AXLT	TE5_HAN4	10	10.T.C 10.E.V 10.5.T 10._._ 10.H.C 10.A.V 10.N.c 10.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tei⁴⁴+haŋ³³	0	2627 2635	t ei ⁴⁴ + h a ŋ ³³	i n t + i n c t
12726	524	what	Numao	Numao	mi¹³	mi¹³	m i ¹³	numa1251	1236	25.447767	108.064732		4 7 8	AXT	MI2	9	9.M.C 9.I.V 9.2.T	1.6 3.0 1.0	mi¹³	0	2626	m i ¹³	i n t
12727	524	what	WesternLuobuohe	Luobuohe, Western	tsi⁵⁵tsi⁵⁵	tsi⁵⁵tsi⁵⁵	ts i ⁵⁵ + ts i ⁵⁵	luop1235	1236	26.854607	107.226676		2 7 8 9 2 7 8	AXT_AXT	CI5_CI5	11	11.C.C 11.I.V 11.5.T 11._._ 11.C.C 11.I.V 11.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsi⁵⁵+tsi⁵⁵	0	2627 2630	ts i ⁵⁵ + ts i ⁵⁵	i n t + i n t
12730	524	what	BiaoMin	Biao Min	di²⁴dəi³¹	di²⁴dəi³¹	d i ²⁴ + d əi ³¹	biao1254	1236	25.82286	111.29622		1 7 8 9 1 7 8	AXT_AXT	TI2_TE3	2	2.T.C 2.I.V 2.2.T 2._._ 2.T.C 2.E.V 2.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	di²⁴+dəi³¹	0	2627 2634	d i ²⁴ + d əi ³¹	i n t + i n t
12732	524	what	ZaoMin	Zao Min	si⁵³ni⁴⁴	si⁵³ni⁴⁴	s i ⁵³ + n i ⁴⁴	dzao1238	1236	24.612303	112.266749		3 7 8 9 4 7 8	AXT_AXT	SI3_NI5	15	15.S.C 15.I.V 15.3.T 15._._ 15.N.C 15.I.V 15.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	si⁵³+ni⁴⁴	0	2625 2632	s i - ⁵³ + n i ⁴⁴	i n t + i n t
12734	524	what	Younuo	Younuo	si⁴⁴ti³³	si⁴⁴ti³³	s i ⁴⁴ + t i ³³	youn1235	1236	25.730893	110.115975		3 7 8 9 1 7 8	AXT_AXT	SI5_TI4	14	14.S.C 14.I.V 14.5.T 14._._ 14.T.C 14.I.V 14.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	si⁴⁴+ti³³	0	2625 2627	s i - ⁴⁴ + t i ³³	i n t + i n t
12737	524	what	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ʑa²⁴; sõ¹³tə²²	ʑa²⁴	ʑ a ²⁴	nort2749	1236	26.231562	106.861969		3 7 8	AXT	SA2	3	3.S.C 3.A.V 3.2.T	1.6 3.0 1.0	ʑa²⁴	0	2625	ʑ a - ²⁴	i n t
12738	524	what	WesternXiangxi	Xiangxi, West	qo³⁵ɳɑŋ³⁵	qo³⁵ɳɑŋ³⁵	q o ³⁵ + ɳ ɑ ŋ ³⁵	west2430	1236	28.33212	109.422366		1 7 8 9 4 7 4 8	AXT_AXLT	KU2_NAN2	13	13.K.C 13.U.V 13.2.T 13._._ 13.N.C 13.A.V 13.N.c 13.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	qo³⁵+ɳɑŋ³⁵	0	2628 2633	q o ³⁵ + ɳ ɑ ŋ ³⁵	i n t + i n c t
12739	524	what	EasternLuobuohe	Luobuohe, Eastern	mo³¹tsei⁵⁵	mo³¹tsei⁵⁵	m o ³¹ + ts ei ⁵⁵	luop1235	1236	26.63966	107.913354		4 7 8 9 2 7 8	AXT_AXT	MU3_CE5	6	6.M.C 6.U.V 6.3.T 6._._ 6.C.C 6.E.V 6.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	mo³¹+tsei⁵⁵	0	2626 2627	m o ³¹ + ts ei ⁵⁵	i n t + i n t
12743	524	what	Bana	Bana	la⁴⁴ȵa⁵⁵	la⁴⁴ȵa⁵⁵	l a ⁴⁴ + ȵ a ⁵⁵		1236	26.265147	110.096902		5 7 8 9 4 7 8	AXT_AXT	LA5_NA5	1	1.L.C 1.A.V 1.5.T 1._._ 1.N.C 1.A.V 1.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	la⁴⁴+ȵa⁵⁵	0	2631 2632	l a ⁴⁴ + ȵ a ⁵⁵	i n t + i n t
12744	524	what	EasternXiangxi	Xiangxi, East	ʔma³³ʑaŋ¹³	ʔma³³ʑaŋ¹³	ˀm a ³³ + ʑ a ŋ ¹³	east2371	1236	28.124036	109.890473		4 7 8 9 3 7 4 8	AXT_AXLT	MA4_SAN2	8	8.M.C 8.A.V 8.4.T 8._._ 8.S.C 8.A.V 8.N.c 8.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ˀma³³+ʑaŋ¹³	0	2626 2625	ˀm a ³³ + ʑ a ŋ ¹³	i n t + i n c t
12745	524	what	EasternQiandong	Qiandong, East	tɕi³³	tɕi³³	tɕ i ³³	east2370	1236	27.78098	110.499463		2 7 8	AXT	CI4	7	7.C.C 7.I.V 7.4.T	1.6 3.0 1.0	tɕi³³	0	2627	tɕ i ³³	i n t
12746	524	what	WesternQiandong	Qiandong, West	lei⁴⁴ʑe²²	lei⁴⁴ʑe²²	l ei ⁴⁴ + ʑ e ²²		1236	26.43106	107.68758		5 7 8 9 3 7 8	AXT_AXT	LE5_SE1	12	12.L.C 12.E.V 12.5.T 12._._ 12.S.C 12.E.V 12.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	lei⁴⁴+ʑe²²	0	2631 2627	l ei ⁴⁴ + ʑ e ²²	i n t + i n t
12747	524	what	EasternBahen	Baheng, East	ʑa³¹³mpo³³	ʑa³¹³mpo³³	ʑ a ³¹³ + ⁿp o ³³	pahn1237	1236	27.11733	111.02615		3 7 8 9 1 7 8	AXT_AXT	SA6_PU4	5	5.S.C 5.A.V 5.6.T 5._._ 5.P.C 5.U.V 5.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʑa³¹³+ⁿpo³³	0	2625 2629	ʑ a - ³¹³ + ⁿp o ³³	i n t + i n t
12748	524	what	Chuanqiandian	Chuanqiandian	la⁴³tʂi⁵⁵	la⁴³tʂi⁵⁵	l a ⁴³ + ʈʂ i ⁵⁵	chua1256	1236	27.51846	105.421028		5 7 8 9 2 7 8	AXT_AXT	LA3_CI5	4	4.L.C 4.A.V 4.3.T 4._._ 4.C.C 4.I.V 4.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	la⁴³+ʈʂi⁵⁵	0	2631 2627	l a ⁴³ + ʈʂ i ⁵⁵	i n t + i n t
12774	526	where	WesternBaheng	Baheng, West	tɕi⁴⁴tɕa⁴⁴	tɕi⁴⁴tɕa⁴⁴	tɕ i ⁴⁴ + tɕ a ⁴⁴	pahn1237	1237	25.74971	109.286281		2 7 8 9 2 7 8	AXT_AXT	CI5_CA5	10	10.C.C 10.I.V 10.5.T 10._._ 10.C.C 10.A.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕi⁴⁴+tɕa⁴⁴	0	2638 2640	tɕ i ⁴⁴ + tɕ a ⁴⁴	i n t + i n t
12775	526	where	WesternLuobuohe	Luobuohe, Western	tɕu³¹ðu⁵⁵	tɕu³¹ðu⁵⁵	tɕ u ³¹ + ð u ⁵⁵	luop1235	1237	26.854607	107.226676		2 7 8 9 3 7 8	AXT_AXT	CY3_DY5	11	11.C.C 11.Y.V 11.3.T 11._._ 11.D.C 11.Y.V 11.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕu³¹+ðu⁵⁵	0	2638 2639	tɕ u ³¹ + ð u ⁵⁵	i n t + i n t
12778	526	where	BiaoMin	Biao Min	xa²⁴ɕɛn⁴²	xa²⁴ɕɛn⁴²	x a ²⁴ + ɕ ɛ n ⁴²	biao1254	1237	25.82286	111.29622		3 7 8 9 3 7 4 8	AXT_AXLT	GA2_SEN3	2	2.G.C 2.A.V 2.2.T 2._._ 2.S.C 2.E.V 2.N.c 2.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	xa²⁴+ɕɛn⁴²	0	2641 2642	x a ²⁴ + ɕ ɛ n ⁴²	i n t + i n c t
12780	526	where	ZaoMin	Zao Min	pa²⁴kui⁴²	pa²⁴kui⁴²	p a ²⁴ + k ui ⁴²	dzao1238	1237	24.612303	112.266749		1 7 8 9 1 7 8	AXT_AXT	PA2_KY3	15	15.P.C 15.A.V 15.2.T 15._._ 15.K.C 15.Y.V 15.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pa²⁴+kui⁴²	0	2637 2636	p a ²⁴ + k ui ⁴²	i n t + i n t
12782	526	where	Younuo	Younuo	ty³²naŋ³³	ty³²naŋ³³	t y ³² + n a ŋ ³³	youn1235	1237	25.730893	110.115975		1 7 8 9 4 7 4 8	AXT_AXLT	TY3_NAN4	14	14.T.C 14.Y.V 14.3.T 14._._ 14.N.C 14.A.V 14.N.c 14.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ty³²+naŋ³³	0	2639 2644	t y ³² + n a ŋ ³³	i n t + i n c t
12785	526	where	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ʔa²⁴tə²²	ʔa²⁴tə²²	ʔ a ²⁴ + t ə ²²	nort2749	1237	26.231562	106.861969		1 7 8 9 1 7 8	AXT_AXT	HA2_TE1	3	3.H.C 3.A.V 3.2.T 3._._ 3.T.C 3.E.V 3.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa²⁴+tə²²	0	2643 2639	ʔ a ²⁴ + t ə ²²	i n t + i n t
12786	526	where	WesternXiangxi	Xiangxi, West	kɑ²²tɕi³⁵; tɑ⁴⁴tɕi³⁵	kɑ²²tɕi³⁵	k ɑ ²² + tɕ i ³⁵	west2430	1237	28.33212	109.422366		1 7 8 9 2 7 8	AXT_AXT	KA1_CI2	13	13.K.C 13.A.V 13.1.T 13._._ 13.C.C 13.I.V 13.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kɑ²²+tɕi³⁵	0	2636 2638	k ɑ ²² + tɕ i ³⁵	i n t + i n t
12787	526	where	EasternLuobuohe	Luobuohe, Eastern	tə⁰²zu²⁴	tə⁰²zu²⁴	t ə ⁰/² + z u ²⁴	luop1235	1237	26.63966	107.913354		1 7 8 9 3 7 8	AXT_AXT	TE6_SY2	6	6.T.C 6.E.V 6.6.T 6._._ 6.S.C 6.Y.V 6.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+zu²⁴	0	2639 2640	t ə ⁰/² + z u ²⁴	i n t + i n t
12791	526	where	Bana	Bana	tɬau³¹³ti²²	tɬau³¹³ti²²	tɬ au ³¹³ + t i ²²		1237	26.265147	110.096902		1 7 8 9 1 7 8	AXT_AXT	TA6_TI1	1	1.T.C 1.A.V 1.6.T 1._._ 1.T.C 1.I.V 1.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɬau³¹³+ti²²	0	2645 2639	tɬ au ³¹³ + t i ²²	i n t + i n t
12792	526	where	EasternXiangxi	Xiangxi, East	pai⁵⁵ɕaŋ⁵³	pai⁵⁵ɕaŋ⁵³	p ai ⁵⁵ + ɕ a ŋ ⁵³	east2371	1237	28.124036	109.890473		1 7 8 9 3 7 4 8	AXT_AXLT	PA5_SAN3	8	8.P.C 8.A.V 8.5.T 8._._ 8.S.C 8.A.V 8.N.c 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	pai⁵⁵+ɕaŋ⁵³	0	2637 2642	p ai ⁵⁵ + ɕ a ŋ ⁵³	i n t + i n c t
12793	526	where	EasternQiandong	Qiandong, East	te⁵³	te⁵³	t e ⁵³	east2370	1237	27.78098	110.499463		1 7 8	AXT	TE3	7	7.T.C 7.E.V 7.3.T	1.6 3.0 1.0	te⁵³	0	2639	t e ⁵³	i n t
12794	526	where	WesternQiandong	Qiandong, West	qa³³te²²	qa³³te²²	q a ³³ + t e ²²		1237	26.43106	107.68758		1 7 8 9 1 7 8	AXT_AXT	KA4_TE1	12	12.K.C 12.A.V 12.4.T 12._._ 12.T.C 12.E.V 12.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa³³+te²²	0	2636 2639	q a ³³ + t e ²²	i n t + i n t
12795	526	where	Chuanqiandian	Chuanqiandian	hau⁵⁵tu¹³	hau⁵⁵tu¹³	h au ⁵⁵ + t u ¹³	chua1256	1237	27.51846	105.421028		3 7 8 9 1 7 8	AXT_AXT	HA5_TY2	4	4.H.C 4.A.V 4.5.T 4._._ 4.T.C 4.Y.V 4.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	hau⁵⁵+tu¹³	0	2643 2639	h au ⁵⁵ + t u ¹³	i n t + i n t
13458	554	white	WesternBaheng	Baheng, West	kɔ³⁵	kɔ³⁵	k ɔ ³⁵	pahn1237	1335	25.74971	109.286281		1 7 8	AXT	KU2	10	10.K.C 10.U.V 10.2.T	1.6 3.0 1.0	kɔ³⁵	0	2648	k - ɔ ³⁵	i n t
13459	554	white	Numao	Numao	kjo³³	kjo³³	k j o ³³	numa1251	1335	25.447767	108.064732		1 6 7 8	ACXT	KJU4	9	9.K.C 9.J.C 9.U.V 9.4.T	1.6 1.2 3.0 1.0	kjo³³	1	2648	k j o ³³	i m n t
13460	554	white	WesternLuobuohe	Luobuohe, Western	tə⁰²qlo³¹	tə⁰²qlo³¹	t ə ⁰/² + q l o ³¹	luop1235	1335	26.854607	107.226676		1 7 8 9 1 5 7 8	AXT_ACXT	TE6_KLU3	11	11.T.C 11.E.V 11.6.T 11._._ 11.K.C 11.L.C 11.U.V 11.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tə⁰/²+qlo³¹	0	2647 2648	t ə ⁰/² + q l o ³¹	i n t + i m n t
13463	554	white	BiaoMin	Biao Min	pʰɛ²¹	pʰɛ²¹	pʰ ɛ ²¹	biao1254	1335	25.82286	111.29622		1 7 8	AXT	PE3	2	2.P.C 2.E.V 2.3.T	1.6 3.0 1.0	pʰɛ²¹	0	2646	pʰ ɛ ²¹	i n t
13465	554	white	ZaoMin	Zao Min	pa²²	pa²²	p a ²²	dzao1238	1335	24.612303	112.266749		1 7 8	AXT	PA1	15	15.P.C 15.A.V 15.1.T	1.6 3.0 1.0	pa²²	0	2646	p a ²²	i n t
13470	554	white	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	tɬə²⁴	tɬə²⁴	tɬ ə ²⁴	nort2749	1335	26.231562	106.861969		1 7 8	AXT	TE2	3	3.T.C 3.E.V 3.2.T	1.6 3.0 1.0	tɬə²⁴	0	2647	tɬ ə ²⁴	i n t
13471	554	white	WesternXiangxi	Xiangxi, West	qwə³⁵	qwə³⁵	q w ə ³⁵	west2430	1335	28.33212	109.422366		1 6 7 8	ACXT	KWE2	13	13.K.C 13.W.C 13.E.V 13.2.T	1.6 1.2 3.0 1.0	qwə³⁵	0	2648	q w ə ³⁵	i m n t
13472	554	white	EasternLuobuohe	Luobuohe, Eastern	tə⁰²qlo³¹	tə⁰²qlo³¹	t ə ⁰/² + q l o ³¹	luop1235	1335	26.63966	107.913354		1 7 8 9 1 5 7 8	AXT_ACXT	TE6_KLU3	6	6.T.C 6.E.V 6.6.T 6._._ 6.K.C 6.L.C 6.U.V 6.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tə⁰/²+qlo³¹	0	2647 2648	t ə ⁰/² + q l o ³¹	i n t + i m n t
13476	554	white	Bana	Bana	tɬu¹³	tɬu¹³	tɬ u ¹³		1335	26.265147	110.096902		1 7 8	AXT	TY2	1	1.T.C 1.Y.V 1.2.T	1.6 3.0 1.0	tɬu¹³	0	2647	tɬ u ¹³	i n t
13477	554	white	EasternXiangxi	Xiangxi, East	qwa⁵³	qwa⁵³	q w a ⁵³	east2371	1335	28.124036	109.890473		1 6 7 8	ACXT	KWA3	8	8.K.C 8.W.C 8.A.V 8.3.T	1.6 1.2 3.0 1.0	qwa⁵³	0	2648	q w a ⁵³	i m n t
13478	554	white	EasternQiandong	Qiandong, East	so²⁴	so²⁴	s o ²⁴	east2370	1335	27.78098	110.499463		3 7 8	AXT	SU2	7	7.S.C 7.U.V 7.2.T	1.6 3.0 1.0	so²⁴	1	2649	s o ²⁴	i n t
13479	554	white	WesternQiandong	Qiandong, West	ɬo⁴⁴	ɬo⁴⁴	ɬ o ⁴⁴		1335	26.43106	107.68758		5 7 8	AXT	LU5	12	12.L.C 12.U.V 12.5.T	1.6 3.0 1.0	ɬo⁴⁴	0	2648	ɬ - o ⁴⁴	i n t
13480	554	white	EasternBahen	Baheng, East	kwau³⁵	kwau³⁵	k w au ³⁵	pahn1237	1335	27.11733	111.02615		1 6 7 8	ACXT	KWA2	5	5.K.C 5.W.C 5.A.V 5.2.T	1.6 1.2 3.0 1.0	kwau³⁵	0	2648	k w au ³⁵	i m n t
13481	554	white	Chuanqiandian	Chuanqiandian	tɬo⁴³	tɬo⁴³	tɬ o ⁴³	chua1256	1335	27.51846	105.421028		1 7 8	AXT	TU3	4	4.T.C 4.U.V 4.3.T	1.6 3.0 1.0	tɬo⁴³	0	2647	tɬ o ⁴³	i n t
13467	554	white	Younuo	Younuo	ky⁴⁴	ky⁴⁴	k y ⁴⁴	youn1235	1335	25.730893	110.115975		1 7 8	AXT	KY5	14	14.K.C 14.Y.V 14.5.T	1.6 3.0 1.0	ky⁴⁴	0	2648	k - y ⁴⁴	i n t
12997	535	wide	WesternBaheng	Baheng, West	kwai³¹	kwai³¹	k w ai ³¹	pahn1237	1243	25.74971	109.286281		1 6 7 8	ACXT	KWA3	10	10.K.C 10.W.C 10.A.V 10.3.T	1.6 1.2 3.0 1.0	kwai³¹	0	2651	k w ai - ³¹	i m n t
12998	535	wide	Numao	Numao	kwan¹³	kwan¹³	k w a n ¹³	numa1251	1243	25.447767	108.064732		1 6 7 4 8	ACXLT	KWAN2	9	9.K.C 9.W.C 9.A.V 9.N.c 9.2.T	1.6 1.2 3.0 1.1 1.0	kwan¹³	0	2651	k w a n ¹³	i m n c t
12999	535	wide	WesternLuobuohe	Luobuohe, Western	qʰwɑŋ³¹	qʰwɑŋ³¹	qʰ w ɑ ŋ ³¹	luop1235	1243	26.854607	107.226676		1 6 7 4 8	ACXLT	KWAN3	11	11.K.C 11.W.C 11.A.V 11.N.c 11.3.T	1.6 1.2 3.0 1.1 1.0	qʰwɑŋ³¹	0	2651	qʰ w ɑ ŋ ³¹	i m n c t
13002	535	wide	BiaoMin	Biao Min	kwaŋ³⁵	kwaŋ³⁵	k w a ŋ ³⁵	biao1254	1243	25.82286	111.29622		1 6 7 4 8	ACXLT	KWAN2	2	2.K.C 2.W.C 2.A.V 2.N.c 2.2.T	1.6 1.2 3.0 1.1 1.0	kwaŋ³⁵	0	2651	k w a ŋ ³⁵	i m n c t
13004	535	wide	ZaoMin	Zao Min	kjaŋ²⁴	kjaŋ²⁴	k j a ŋ ²⁴	dzao1238	1243	24.612303	112.266749		1 6 7 4 8	ACXLT	KJAN2	15	15.K.C 15.J.C 15.A.V 15.N.c 15.2.T	1.6 1.2 3.0 1.1 1.0	kjaŋ²⁴	0	2651	k j a ŋ ²⁴	i m n c t
13006	535	wide	Younuo	Younuo	kwan³³	kwan³³	k w a n ³³	youn1235	1243	25.730893	110.115975		1 6 7 4 8	ACXLT	KWAN4	14	14.K.C 14.W.C 14.A.V 14.N.c 14.4.T	1.6 1.2 3.0 1.1 1.0	kwan³³	0	2651	k w a n ³³	i m n c t
13009	535	wide	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	kõ¹³	kõ¹³	k õ ¹³	nort2749	1243	26.231562	106.861969		1 7 8	AXT	KU2	3	3.K.C 3.U.V 3.2.T	1.6 3.0 1.0	kõ¹³	0	2652	k - õ ¹³	i n t
13010	535	wide	WesternXiangxi	Xiangxi, West	kwei⁴⁴	kwei⁴⁴	k w ei ⁴⁴	west2430	1243	28.33212	109.422366		1 6 7 8	ACXT	KWE5	13	13.K.C 13.W.C 13.E.V 13.5.T	1.6 1.2 3.0 1.0	kwei⁴⁴	0	2651	k w ei - ⁴⁴	i m n t
13011	535	wide	EasternLuobuohe	Luobuohe, Eastern	tə⁰²qwen⁵⁵	tə⁰²qwen⁵⁵	t ə ⁰/² + q w e n ⁵⁵	luop1235	1243	26.63966	107.913354		1 7 8 9 1 6 7 4 8	AXT_ACXLT	TE6_KWEN5	6	6.T.C 6.E.V 6.6.T 6._._ 6.K.C 6.W.C 6.E.V 6.N.c 6.5.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	tə⁰/²+qwen⁵⁵	0	2654 2651	t ə ⁰/² + q w e n ⁵⁵	i n t + i m n c t
13015	535	wide	Bana	Bana	kuŋ⁴⁴	kuŋ⁴⁴	k u ŋ ⁴⁴		1243	26.265147	110.096902		1 7 4 8	AXLT	KYN5	1	1.K.C 1.Y.V 1.N.c 1.5.T	1.6 3.0 1.1 1.0	kuŋ⁴⁴	0	2651	k - u ŋ ⁴⁴	i n c t
13016	535	wide	EasternXiangxi	Xiangxi, East	kʰwai⁵⁵	kʰwai⁵⁵	kʰ w ai ⁵⁵	east2371	1243	28.124036	109.890473		1 6 7 8	ACXT	KWA5	8	8.K.C 8.W.C 8.A.V 8.5.T	1.6 1.2 3.0 1.0	kʰwai⁵⁵	0	2651	kʰ w ai - ⁵⁵	i m n t
13017	535	wide	EasternQiandong	Qiandong, East	fan³³	fan³³	f a n ³³	east2370	1243	27.78098	110.499463		3 7 4 8	AXLT	BAN4	7	7.B.C 7.A.V 7.N.c 7.4.T	1.6 3.0 1.1 1.0	fan³³	0	2651	f - a n ³³	i n c t
13018	535	wide	WesternQiandong	Qiandong, West	kuæ̃¹³	kuæ̃¹³	k u æ̃ ¹³		1243	26.43106	107.68758		1 7 7 8	AXYT	KYE2	12	12.K.C 12.Y.V 12.E.V 12.2.T	1.6 3.0 3.0 1.0	kuæ̃¹³	0	2652	k u æ̃ ¹³	i m n t
13019	535	wide	EasternBahen	Baheng, East	kwei³¹³	kwei³¹³	k w ei ³¹³	pahn1237	1243	27.11733	111.02615		1 6 7 8	ACXT	KWE6	5	5.K.C 5.W.C 5.E.V 5.6.T	1.6 1.2 3.0 1.0	kwei³¹³	0	2651	k w ei - ³¹³	i m n t
13020	535	wide	Chuanqiandian	Chuanqiandian	tɬaŋ⁵⁵	tɬaŋ⁵⁵	tɬ a ŋ ⁵⁵	chua1256	1243	27.51846	105.421028		1 7 4 8	AXLT	TAN5	4	4.T.C 4.A.V 4.N.c 4.5.T	1.6 3.0 1.1 1.0	tɬaŋ⁵⁵	0	2653	tɬ a ŋ ⁵⁵	i n c t
1941	80	wife	WesternBaheng	Baheng, West	ʔa⁰³ma³³	ʔa⁰³ma³³	ʔ a ⁰/³ + m a ³³	pahn1237	1199	25.74971	109.286281		1 7 8 9 4 7 8	AXT_AXT	HA6_MA4	10	10.H.C 10.A.V 10.6.T 10._._ 10.M.C 10.A.V 10.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁰/³+ma³³	0	2660 2664	ʔ a ⁰/³ + m a ³³	i n t + i n t
1942	80	wife	Numao	Numao	tɕuŋ¹³nu⁵⁵va¹³	tɕuŋ¹³nu⁵⁵va¹³	tɕ u ŋ ¹³ + n u ⁵⁵ + v a ¹³	numa1251	1199	25.447767	108.064732		2 7 4 8 9 4 7 8 9 3 7 8	AXLT_AXT_AXT	CYN2_NY5_BA2	9	9.C.C 9.Y.V 9.N.c 9.2.T 9._._ 9.N.C 9.Y.V 9.5.T 9._._ 9.B.C 9.A.V 9.2.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕuŋ¹³+nu⁵⁵+va¹³	0	2663 2657 2659	tɕ u ŋ ¹³ + n - u ⁵⁵ + v a ¹³	i n c t + i n t + i n t
