ID	STRUCTURE	FREQUENCY	bahengeast	bahengwest	chuanqiandian	chuanqiandiancentralguizhou	chuanqiandiannortheastyunnan	chuanqiandiansouthernguizhou	luobuoheeastern	luobuohewestern	qiandongeast	qiandongwest	COGNATESETS	CONCEPTS
816-3	t	3	³¹	³⁵	⁵⁵	¹³	³¹	³⁵	⁵⁵	⁰	²²	²¹	3477:2, 5776:3, 4354:2	瘦肉 / 胆 / 难
5-2	t	2	³¹	Ø	Ø	²²	³³	²²	²⁴	³⁵	⁴⁴	⁴⁴	1779:3, 2572:3	怀孕 / 树根
191-2	t	2	³¹	³¹	¹³	²²	³¹	Ø	Ø	⁰	²²	²²	4390:4, 5700:3	肥肉 / 胖 / 锤子
200-2	t	2	³¹	Ø	Ø	³¹	³³	²²	³¹	³¹	²⁴	⁴⁴	2622:2, 2447:3	村寨 / 梯子
258-2	t	2	³¹	⁴²	¹³	⁵⁵	¹¹	³²	³³	⁵⁵	Ø	⁵³	77:2, 178:2	下巴 / 也
265-2	t	2	³¹	⁴⁴	⁴⁴	²²	³³	¹³	²⁴	³⁵	⁵³	²²	4:3, 6168:2	七 / 十七 / 鼻子 / 鼻涕
356-2	t	2	³¹	⁵⁵	¹³	²²	⁵³	¹³¹	²⁴	³⁵	⁵³	²²	5794:3, 6021:3	雨 / 鸟 / 鸟窝
478-2	t	2	³¹	⁴⁴	¹³	²²	¹¹	¹³	²⁴	³⁵	⁵³	⁵⁵	3550:4, 4957:3	眉毛 / 蜘蛛
588-2	t	2	³¹	Ø	¹³	⁵⁵	³¹	⁴²	⁵⁵	⁵⁵	³³	Ø	5061:4, 5365:2	衣领 / 转动
692-2	t	2	³¹	⁴⁴	⁴⁴	⁴²	³³	³⁵	³¹	³⁵	⁵³	⁵³	140:3, 5210:3	下午 / 中午 / 豇豆
957-2	t	2	³¹	³¹	⁴³	³¹	⁵⁵	¹¹	⁵⁵	⁵⁵	²¹²	²¹	1026:3, 4655:2	哥哥 / 舅父 / 茶
761-1	t	1	³¹	¹¹	²⁴	²⁴	Ø	¹¹	⁵⁵	Ø	Ø	²¹	4535:3	舅母
350-49	t	49	³³	³³	³¹	⁵⁵	³¹	⁵³	³¹	³¹	²²	⁵⁵	161:2, 5429:2, 888:3, 4586:3, 4852:4, 51:4, 1658:4, 5613:3, 258:2, 4085:3, 5979:4, 845:3, 4232:2, 4316:2, 4197:3, 1575:3, 1671:3, 3307:3, 2571:3, 160:2, 4237:3, 2456:2, 430:2, 2817:3, 3839:2, 1025:2, 3874:4, 556:2, 4115:3, 1131:2, 2969:3, 1451:3, 5013:3, 2799:3, 5762:4, 952:3, 481:3, 4248:3, 3864:3, 3368:2, 4565:3, 704:3, 2575:3, 4944:3, 5574:3, 3910:3, 933:3, 1820:3, 4178:2	上边 / 九 / 二月 / 人 / 公牛 / 凳子 / 别人 / 化 / 十九 / 口水 / 吃 / 听 / 吹火筒 / 哥哥 / 嘴，口 / 天 / 害羞 / 层 / 平 / 床 / 成 / 条（河） / 树根 / 水牛 / 水田 / 活 / 牛肉 / 猪油 / 猪肉 / 球 / 瘦肉 / 箩筐 / 篮子 / 篱笆 / 粟 / 缝 / 罐子 / 羊肉 / 老太太 / 老头儿 / 老鹰 / 耳朵 / 耳环 / 聋子 / 肉 / 肥肉 / 船 / 花 / 虹 / 蛋黄 / 融化 / 还帐 / 钉耙 / 钱 / 门 / 高粱
815-16	t	16	³³	³³	³¹	⁵⁵	³⁵	⁵³	³¹	³¹	²²	⁵⁵	2366:3, 2617:3, 6105:3, 2460:2, 4264:2, 3113:3, 881:4, 2942:2, 2598:3, 4241:3, 4783:3, 5764:3, 2821:3, 4579:3, 1294:3, 2605:2	叶子 / 天 / 有 / 来 / 桃 / 桌子 / 梨 / 水牛 / 水稻 / 泥巴 / 烂 / 牛 / 牛圈 / 牛犊 / 牛肉 / 猪肉 / 瘦肉 / 皮 / 羊肉 / 耳朵 / 耳环 / 肉 / 肥肉 / 芝麻 / 茶叶 / 蒜 / 门 / 黄牛 / （牛）角
30-5	t	5	³³	⁵⁵	⁴³	²⁴	⁵⁵	³²	⁰	⁰	²⁴	⁴⁴	1343:2, 3482:2, 6152:2, 3041:3, 775:3	南瓜 / 女儿 / 女婿 / 姑娘 / 小孩 / 湿 / 白 / 黑
748-5	t	5	³³	³³	³¹	⁵⁵	⁵³	⁵³	⁵⁵	⁵⁵	²²	⁵⁵	762:2, 703:3, 5012:3, 166:2, 6184:2	九月 / 化 / 十月 / 母牛 / 融化 / 齐
295-4	t	4	³³	¹¹	²⁴	²²	³¹	Ø	⁵⁵	⁵⁵	³³	²¹	3838:4, 2368:3, 1097:2, 4980:2	喇叭 / 朋友 / 箩筐 / 蜡烛
359-4	t	4	³³	³⁵	⁴³	²⁴	⁵⁵	³²	⁵⁵	³¹	²²	⁴⁴	4732:3, 4746:2, 5576:2, 5665:2	油菜 / 菜油 / 萝卜 / 钉耙 / 锉子 / 韭菜
396-4	t	4	³³	³³	³¹	²²	³⁵	²¹	³¹	³¹	²²	⁵⁵	2905:4, 3087:3, 4722:3, 2795:3	水桶 / 没有 / 灯笼 / 菜园
533-4	t	4	³³	³³	³³	⁰	⁵⁵	⁵⁵	²⁴	³¹	³³	³³	4943:3, 4490:2, 1108:3, 803:2	厨房 / 喉咙 / 腿 / 蛋黄
134-3	t	3	³³	³¹	³¹	⁵⁵	³⁵	⁵⁵	Ø	⁵⁵	²²	⁵³	2416:3, 1240:4, 236:3	井 / 填 / 木耳
275-3	t	3	³³	⁰	²¹	⁰	³³	Ø	⁰	⁰	²⁴	³³	2562:2, 4665:2, 4603:2	手 / 树干 / 筋 / 芽 / 茶叶 / 高粱
724-3	t	3	³³	⁴⁴	³¹	¹³	³¹	⁵³	³¹	³¹	²²	⁵⁵	3221:2, 3492:3, 2611:2	桥 / 牌 / 白糖 / 糖 / 红糖
1027-3	t	3	³³	³⁵	²¹	Ø	³³	¹¹	³¹	⁰	²²	⁴⁴	950:3, 4695:2, 5575:2	吹火筒 / 草鞋 / 钉耙 / 鞋
129-2	t	2	³³	³⁵	³¹	⁵⁵	³⁵	¹³	³¹	³¹	²²	⁵⁵	4138:4, 1260:3	外边 / 羊肉
228-2	t	2	³³	Ø	Ø	³¹	Ø	Ø	²⁴	Ø	³⁵	⁵⁵	3931:2, 4520:3	白糖 / 糖 / 红糖 / 臭虫
306-2	t	2	³³	⁴²	⁴³	³¹	⁵⁵	²²	³³	³¹	²²	Ø	2833:3, 5744:4	水桶 / 水缸 / 镰刀
845-2	t	2	³³	Ø	⁴³	²⁴	⁵⁵	²³²	³¹	³¹	²⁴	³³	271:3, 3373:2	今天 / 瓜 / 瓜子 / 黄瓜
884-2	t	2	³³	³³	³¹	²²	¹¹	¹³	⁵⁵	³¹	Ø	⁵⁵	616:2, 4592:2	前面 / 花生
905-2	t	2	³³	Ø	⁴³	¹³	¹¹	⁵³	³¹	³¹	²⁴	¹³	4564:3, 1246:2	墙 / 船 / 马蜂
1052-2	t	2	³³	³³	³¹	⁵⁵	⁵⁵	⁵³	³³	Ø	²²	⁵⁵	337:3, 4215:2	位（客） / 犁 / 耕
584-1	t	1	²³¹	³¹	²¹	³¹	Ø	¹¹	⁵⁵	⁵⁵	²²	²²	300:3	他
437-5	n	5	ɿ	u	e	ɛ	i	e	ə	ə	ɿ	eu	2562:1, 4249:1, 5437:1, 1584:1, 6135:2	哑巴 / 山 / 手 / 树干 / 泥鳅 / 瞎子 / 筋 / 聋子 / 跛子 / 远 / 鱼 / 鸽子 / 黄鳝
521-4	n	4	ɿ	e	o	ə	ɿ	u	a	o	o	eu	6063:1, 3839:1, 1168:1, 869:2	右边 / 囱 / 箩筐 / 麻子
552-4	n	4	ɿ	Ø	i	ã	i	ei	ɛ	æ	ɿ	ei	2723:1, 2725:2, 134:1, 1714:2	两 / 影子 / 橘子
764-4	n	4	ɿ	ei	i	i	ɿ	ʅ	ɿ	ɿ	ɿ	i	2600:1, 1923:1, 3855:1, 1545:1	尺子 / 扣子 / 桃 / 箱子 / 袜子 / 锥子
808-4	n	4	ɿ	i	a	ã	aɯ	a	i	i	a	i	4392:1, 4671:1, 3204:1, 2261:1	嫂子 / 旗子 / 爬行 / 胡须 / 草
759-3	n	3	ɿ	i	i	o	au	ei	y	u	o	ɔ	4796:1, 5157:1, 3092:1	斧子 / 灰 / 蓑衣 / 认识
180-2	n	2	ɿ	a	i	u	u	a	a	ɑ	a	a	735:1, 3770:1	十二月 / 窗子
329-2	n	2	ɿ	u	i	ɛ	au	æ	i	i	ɛ	oi	31:2, 5186:1	三十 / 谜语
373-2	n	2	ɿ	ei	ua	ə̃	a	ɿ	a	a	i	ẽ	5379:2, 5356:1	车 / 软
381-2	n	2	ɿ	Ø	au	i	Ø	Ø	əu	ɿ	ɿ	a	3184:1, 3467:1	燕子 / 痒
389-2	n	2	ɿ	ei	ua	ə̃	y	o	a	ɑ	Ø	e	3588:1, 2547:1	柿子 / 瞎子
522-2	n	2	ɿ	i	Ø	u	ɿ	əu	o	ɿ	Ø	Ø	5663:1, 2236:1	方 / 锉子
530-2	n	2	ɿ	e	i	i	a	ei	a	ə	ei	i	3477:1, 1816:1	懒 / 瘦肉
1000-2	n	2	ɿ	eu	ɔ	ə	u	əu	ɿ	Ø	eu	eu	3367:1, 5728:1	球 / 镜子
926-1	n	1	ɿ	Ø	Ø	ɯ	Ø	Ø	Ø	Ø	ɿ	Ø	790:1	厕所
1019-1	n	1	ɿ	ei	i	u	a	u	ɿ	i	i	Ø	5594:1	钥匙
811-3	n	3	ə	u	i	e	au	ɪ	ə	ə	eu	e	4166:1, 739:1, 3647:1	公牛 / 公鸡 / 十一月 / 十二月 / 名字 / 喇叭 / 坏 / 好 / 嫩 / 尖 / 指甲 / 晚上 / 樹枝 / 母牛 / 母鸡 / 活 / 爪子 / 牙齿 / 生 / 真 / 硬 / 碗 / 种子 / 空 / 红 / 绿 / 老 / 肛门 / 脚 / 蓝 / 血 / 豆腐 / 路 / 蹄 / 身体 / 软 / 鸡冠 / 黄 / （牛）角
327-2	n	2	ə	o	ɔ	e	i	Ø	əu	e	i	æ̃	2295:1, 50:1	上边 / 明天
18-4	n	4	Ø	o	o	ə	u	o	e	e	ɔ	a	846:1, 5154:1, 4027:1, 2588:1	口水 / 哑巴 / 旧 / 根（棍） / 棵（树） / 纺车 / 认识
333-4	n	4	Ø	u	u	õ	a	əu	o	o	au	ue	2948:1, 3319:1, 3683:1, 5821:1	泥鳅 / 猫 / 种子 / 露水
92-3	n	3	Ø	i	au	o	o	ə	e	u	Ø	a	5836:2, 5053:1, 1154:1	回来 / 衣袋 / 面粉
301-3	n	3	Ø	ai	a	e	Ø	a	e	e	e	ei	2545:1, 6133:2, 3886:2	柿子 / 簸箕 / 黄鳝
331-3	n	3	Ø	ɔ	ai	ẽ	ai	e	ei	e	Ø	Ø	5349:2, 5128:1, 3957:1	紧 / 裤子 / 躲避
414-3	n	3	Ø	ei	ua	ɛ	a	ə	ɛ	æ	a	ẽ	2190:1, 4592:1, 2892:1	敢 / 沙子 / 花生
490-3	n	3	Ø	o	ɔ	ə	au	u	i	i	ei	ei	4363:2, 4237:1, 933:2	听 / 耳环 / 背
510-3	n	3	Ø	o	ua	a	a	ua	o	Ø	ɛ	a	1444:1, 951:1, 1452:1	吹火筒 / 客人 / 害羞
770-3	n	3	Ø	a	ai	ã	ai	a	a	ɑ	Ø	a	2384:1, 367:1, 6035:1	借（钱） / 木匠 / 鸡冠
867-3	n	3	Ø	e	e	ĩ	ɯ	æ	a	ɑ	ei	ei	337:1, 1287:1, 5607:1	人 / 位（客） / 大家 / 钩子
885-3	n	3	Ø	i	ua	a	a	ə	ɿ	i	i	i	5868:1, 2535:1, 3011:1	柴刀 / 淡 / 风
918-3	n	3	Ø	ei	o	ə	o	ɔ	əu	u	ɔ	o	1977:1, 2456:1, 4283:1	折断 / 条（河） / 肚脐 / （扁担）断
999-3	n	3	Ø	ai	o	ə̃	u	ua	Ø	i	i	ei	2587:1, 3055:1, 2855:1	根（棍） / 汗 / 满
66-2	n	2	Ø	a	a	e	e	i	i	i	a	i	1051:1, 5013:1	哭 / 融化
85-2	n	2	Ø	e	ua	u	a	Ø	ə	ə	ɛ	æ	4481:1, 4695:1	腰 / 草鞋 / 鞋
167-2	n	2	Ø	Ø	eu	Ø	ey	e	o	e	Ø	Ø	5565:1, 3074:1	火钳 / 野鸡
174-2	n	2	Ø	ɔ	eu	ə	ey	ə	o	ɑu	o	o	630:1, 5852:2	剥 / 鞭子
212-2	n	2	Ø	Ø	o	ə	u	ɪ	i	e	ei	ei	394:1, 2095:1	儿媳 / 儿子 / 换
238-2	n	2	Ø	Ø	Ø	o	Ø	o	a	ɑ	Ø	eu	3909:1, 4188:1	粟 / 老虎
272-2	n	2	Ø	Ø	e	e	ɿ	e	ei	ei	Ø	Ø	5618:1, 2278:1	早晨 / 钳子
279-2	n	2	Ø	a	ua	ɯ	a	æ	o	o	ɔ	ɔ	6048:1, 6221:1	斑鸠 / 瞎子 / 鸽子 / （花）开
300-2	n	2	Ø	Ø	o	ə	Ø	ɯ	e	i	ɔ	u	5433:1, 592:1	刺 / 进（屋）
339-2	n	2	Ø	ei	eu	ə̃	u	Ø	ə	ə	Ø	ei	6152:1, 1363:2	妹妹 / 黑
464-2	n	2	Ø	ai	e	a	ɯ	ɪ	a	ɑ	a	Ø	105:1, 993:1	下（楼） / 咸
484-2	n	2	Ø	Ø	ɔ	u	au	u	Ø	Ø	e	i	5029:2, 441:1	公鸡 / 螺蛳
487-2	n	2	Ø	a	u	u	au	ɔ	Ø	Ø	Ø	eu	2583:2, 1327:1	头巾 / 树梢
558-2	n	2	Ø	Ø	ua	Ø	u	æ	əu	u	Ø	æ̃	2131:2, 5646:1	搻 / 锄（革）
560-2	n	2	Ø	Ø	Ø	Ø	ey	ə	u	Ø	Ø	æ̃	5936:2, 5928:2	马蜂 / 马蜂窝
576-2	n	2	Ø	au	e	i	Ø	a	u	u	u	a	5080:1, 3000:1	浓 / 袖子
599-2	n	2	Ø	a	ua	ə	i	a	o	æ	ɛ	a	1893:1, 3920:1	手指 / 昨天 / 燕子 / 猫 / 石头 / 粥 / 糠
610-2	n	2	Ø	o	eu	Ø	ey	ɯ	a	u	eu	a	4994:2, 950:2	吹火筒 / 蝴蝶
758-2	n	2	Ø	u	o	ə̃	au	ə	u	u	e	ɔ	815:1, 845:1	去 / 口水
87-1	n	1	Ø	a	Ø	Ø	o	Ø	o	Ø	Ø	Ø	4594:1	花生
175-1	n	1	Ø	a	Ø	ẽ	u	æ	a	ɑ	a	a	228:1	五月
227-1	n	1	Ø	Ø	Ø	ẽ	Ø	i	y	e	Ø	Ø	5408:1	编（辫子） / 辫子
287-1	n	1	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	eu	a	3455:2	留
438-1	n	1	Ø	Ø	Ø	i	ɯ	ɪ	Ø	Ø	Ø	i	5240:1	贵
461-1	n	1	Ø	Ø	Ø	ĩ	Ø	ei	Ø	Ø	Ø	i	4355:1	胆
471-1	n	1	Ø	o	i	ã	Ø	Ø	Ø	Ø	Ø	a	2370:1	中间 / 朋友
544-1	n	1	Ø	Ø	i	i	ɿ	u	e	æ	Ø	Ø	4993:2	蝴蝶
582-1	n	1	Ø	Ø	Ø	ã	Ø	Ø	Ø	Ø	ei	ei	3948:1	米 / 糯米
629-1	n	1	Ø	Ø	Ø	Ø	a	Ø	Ø	ə	ɔ	eu	4701:1	姜 / 木板 / 汉族 / 灶 / 纱 / 脑髓 / 药 / 裹腿布 / 野鸡 / 镰刀
693-1	n	1	Ø	Ø	Ø	Ø	a	Ø	ɛ	ɑ	Ø	Ø	3864:1	篮子
826-1	n	1	Ø	Ø	Ø	i	Ø	ua	Ø	Ø	ue	ue	547:1	刨子
853-1	n	1	Ø	o	Ø	Ø	Ø	Ø	Ø	Ø	ei	ẽ	2418:1	木耳
872-1	n	1	Ø	Ø	Ø	ã	Ø	Ø	u	Ø	Ø	e	5531:1	醒
965-1	n	1	Ø	o	au	õ	o	ɔ	əu	u	a	a	940:1	听见
1010-1	n	1	Ø	Ø	ua	Ø	ua	ua	ua	Ø	a	Ø	582:1	刷子
1030-1	n	1	Ø	Ø	i	Ø	Ø	Ø	u	Ø	Ø	oi	5187:1	谜语
319-4	n	4	ua	ua	au	a	a	ɔ	u	u	ɔ	ɔ	738:1, 209:1, 1325:1, 3729:1	二 / 二十 / 二月 / 初二 / 十二 / 十二月 / 头巾 / 稠（浊）
93-2	n	2	ua	a	au	õ	o	a	a	ei	Ø	ue	4289:1, 2651:1	厕所 / 棉花 / 洞 / 肛门
1006-2	n	2	ua	Ø	Ø	a	a	ə	ei	ei	Ø	ua	4879:2, 4595:1	花生 / 蚂蟥
145-17	n	17	u	u	ɔ	ə	au	u	o	o	eu	u	709:1, 753:2, 30:1, 206:1, 5518:1, 761:1, 5198:1, 708:1, 3946:2, 2605:1, 3445:2, 5641:2, 5799:1, 5132:2, 1131:1, 420:1, 4098:1	三十 / 二十 / 兔子 / 十 / 十一 / 十七 / 十三 / 十九 / 十二 / 十五 / 十八 / 十六 / 十四 / 十月 / 嘴，口 / 桌子 / 生 / 糯米 / 缩 / 裹腿布 / 豆 / 酸 / 锄头 / 雪 / 黄豆
3-6	n	6	u	o	o	õ	au	a	u	o	eu	u	3740:1, 4887:2, 2433:1, 774:1, 480:1, 3444:1	凳子 / 南瓜 / 戴（帽） / 杉树 / 松树 / 树 / 棺材 / 生 / 空 / 蚊子
910-6	n	6	u	a	o	u	ʅ	a	u	o	eu	eu	1079:2, 2833:1, 3838:2, 5762:2, 2393:1, 1275:1	啄木鸟 / 多 / 木头 / 树梢 / 樹枝 / 水桶 / 水缸 / 箩筐 / 门
944-5	n	5	u	ei	ua	u	a	a	a	a	a	a	2617:2, 4700:1, 4085:1, 5979:2, 153:1	乌鸦 / 梨 / 火药 / 缝 / 药 / 高粱
41-4	n	4	u	ei	a	e	ai	o	u	o	e	e	4564:1, 788:1, 2817:2, 713:1	十一月 / 压 / 水田 / 船 / 马蜂
169-4	n	4	u	a	a	ə̃	aɯ	e	a	e	a	u	1799:2, 4442:1, 2640:1, 2368:1	想 / 朋友 / 棉絮 / 脖子
186-4	n	4	u	u	ɔ	a	au	ɔ	u	u	ue	e	1733:2, 5849:1, 3468:1, 1274:1	多 / 得到 / 痒 / 草鞋 / 鞋
234-4	n	4	u	o	a	ã	aɯ	ə	u	o	u	u	5794:1, 5969:1, 2571:1, 2963:1	树根 / 洞 / 雨 / 骨头
613-4	n	4	u	o	eu	Ø	u	o	y	u	u	u	1671:1, 2185:1, 4979:1, 510:1	凿子 / 床 / 救 / 蜡烛
753-4	n	4	u	a	o	õ	o	æ	y	u	ei	ei	2307:1, 852:1, 2136:1, 2137:1	句 / 摇 / 明年
784-4	n	4	u	u	ɔ	ə	au	ə	ɛ	ə	o	eu	5209:1, 3783:1, 5545:1, 2011:1	拖 / 竹子 / 豇豆 / 里边
798-4	n	4	u	o	a	õ	aɯ	o	u	o	a	a	2169:1, 766:2, 216:1, 3830:1	云 / 半夜 / 放（牛） / 筛子
10-3	n	3	u	o	eu	õ	ey	ə	o	o	o	eu	4084:1, 6021:1, 2461:1	来 / 缝 / 鸟 / 鸟窝
59-3	n	3	u	e	a	ã	ɯ	ɔ	u	u	Ø	ɔ	3546:1, 1107:1, 3235:1	喉咙 / 牛圈 / 直
141-3	n	3	u	u	ɔ	ɯ	au	u	i	o	e	u	1512:2, 343:1, 4520:1	你 / 小 / 臭虫
192-3	n	3	u	u	ɔ	ə	au	u	o	ø	eu	eu	5629:1, 2350:2, 3947:1	暗 / 糯米 / 铁
365-3	n	3	u	o	i	ẽ	o	e	e	ɑ	e	Ø	6084:1, 1108:1, 4253:1	喉咙 / 聪明 / 麻雀
434-3	n	3	u	e	a	ã	aɯ	a	u	o	a	u	148:2, 5260:1, 393:1	中间 / 儿媳 / 赠送
439-3	n	3	u	u	Ø	ɯ	y	ɔ	u	y	ɔ	a	1121:2, 6166:2, 4623:1	喷 / 苎麻 / 鼻子
440-3	n	3	u	u	ɔ	o	au	ɔ	eu	eu	e	ɔ	1318:2, 4746:1, 100:1	下（小猪） / 头发 / 容易 / 油菜 / 萝卜 / 韭菜
540-3	n	3	u	o	o	ə̃	i	æ	u	o	e	ɔ	2469:1, 2462:1, 1433:1	孤儿 / 松 / 松树
848-3	n	3	u	u	a	ã	aɯ	a	u	o	u	u	4949:2, 4693:2, 4130:1	羊 / 草鞋 / 蛔虫
915-3	n	3	u	ai	ɔ	u	a	əu	a	ɑ	eu	Ø	971:1, 5210:1, 5492:1	呕吐 / 豇豆 / 都
990-3	n	3	u	u	e	ɛ	i	æ	u	u	ɛ	oi	1830:1, 1884:1, 2051:1	我们 / 手 / 手指 / 指甲 / 爪子
997-3	n	3	u	u	o	õ	au	ə	o	ø	u	ɔ	2252:2, 5432:1, 803:1	厨房 / 族称 / 进（屋）
101-2	n	2	u	o	au	ə	a	a	a	ɑ	e	u	1748:1, 3234:2	忘记 / 牛圈
114-2	n	2	u	o	o	ə	ey	ə	ə	ə	eu	u	3383:1, 3482:1	瓜子 / 白 / 种子
184-2	n	2	u	Ø	o	ə	y	o	u	u	eu	eu	5204:1, 3087:1	灯笼 / 豆腐
197-2	n	2	u	o	a	ã	Ø	a	u	o	u	u	5473:1, 4852:2	虹 / 送（客）
244-2	n	2	u	a	au	õ	o	o	u	ə	a	a	4390:2, 4338:1	肥肉 / 肿 / 胖
424-2	n	2	u	u	Ø	Ø	y	u	ə	Ø	Ø	eu	5820:1, 6126:1	露水 / 黄豆
435-2	n	2	u	a	o	õ	au	a	o	o	i	o	277:1, 2447:1	今年 / 去年 / 岁 / 年 / 年纪 / 村寨
500-2	n	2	u	o	au	ə̃	Ø	Ø	a	ɑ	ei	ei	138:1, 4472:1	中午 / 脸
663-2	n	2	u	a	au	ɛ	o	o	ei	e	o	Ø	4406:1, 1891:2	手指 / 胸脯
673-2	n	2	u	a	o	õ	a	a	u	o	a	eu	5569:1, 2383:1	木匠 / 针
713-2	n	2	u	o	a	a	Ø	o	ei	i	u	ue	4535:1, 1845:1	房子 / 瓦房 / 舅母 / 草房
715-2	n	2	u	i	e	ə	Ø	u	o	o	o	o	1527:1, 236:1	井 / 少
749-2	n	2	u	u	e	o	a	ɔ	ei	i	ue	ue	616:1, 2910:1	前面 / 没有 / 生（小孩）
767-2	n	2	u	o	ɔ	ẽ	i	e	i	i	a	i	1092:1, 1935:1	喂（猪） / 扫帚 / 斤
772-2	n	2	u	o	a	ə̃	Ø	o	ei	i	e	u	1026:1, 5583:1	哥哥 / 舅父 / 钟
888-2	n	2	u	o	a	ã	Ø	ə	u	o	e	u	4246:1, 3463:2	疼 / 病 / 聋子
920-2	n	2	u	Ø	Ø	ɯ	ɯ	Ø	Ø	o	u	Ø	691:1, 1246:1	包谷 / 墙
938-2	n	2	u	u	i	ĩ	Ø	i	i	i	ei	e	300:1, 302:1	他 / 他们
941-2	n	2	u	Ø	a	i	i	æ	Ø	o	u	u	42:2, 1853:2	上午 / 中午 / 扁
942-2	n	2	u	Ø	au	i	ɯ	ei	au	Ø	i	i	2592:1, 5475:2	栽 / 逃跑
1031-2	n	2	u	a	a	ã	i	a	a	o	e	a	3357:2, 4122:1	现在 / 网
1063-2	n	2	u	ɔ	o	õ	aɯ	a	a	ɑ	ɿ	i	4895:1, 392:1	儿媳 / 蚊帐
112-1	n	1	u	i	a	ã	aɯ	ei	u	i	Ø	u	4138:2	羊肉
195-1	n	1	u	u	Ø	ã	aɯ	a	ua	o	u	u	4905:2	蚯蚓
256-1	n	1	u	u	ɔ	ə	aɯ	Ø	o	o	eu	u	450:2	六 / 六月
276-11	n	11	o	o	e	ɛ	i	æ	i	i	ei	i	834:1, 1936:1, 59:1, 2415:1, 5314:1, 5424:2, 3211:1, 2795:2, 4248:2, 3610:1, 5316:1	上（楼） / 发烧 / 扫 / 扫帚 / 木耳 / 水桶 / 爬（树） / 石头 / 石磨 / 聋子 / 蘑菇 / 路 / 身体 / 近
656-10	n	10	o	o	ua	u	a	ə	a	ɑ	ɔ	a	1438:1, 5691:1, 2957:1, 489:1, 4461:1, 6076:1, 2206:1, 4622:1, 1000:1, 2958:1	凶 / 响 / 孵 / 斑鸠 / 洗（衣） / 脱（皮） / 苎麻 / 锣 / 麻袋 / 鼓
369-9	n	9	o	o	o	ə	o	o	ə	u	ɔ	eɯ	5756:2, 5561:1, 3541:1, 4004:1, 5769:1, 926:1, 3659:1, 4003:1, 3673:1	吠 / 大 / 月 / 深 / 热 / 盖（锅） / 磨（面） / 祖父 / 纱 / 野猪 / 长（大） / 闪 / 雷
173-7	n	7	o	o	e	ɛ	i	æ	ə	i	ɛ	ue	5754:1, 897:1, 1620:1, 2680:1, 2821:2, 3278:1, 5438:1	名字 / 席子 / 棺材 / 水稻 / 狗 / 远 / 长
775-7	n	7	o	o	o	ə	o	o	u	u	ɔ	eu	854:1, 2006:1, 3798:1, 3116:1, 4536:1, 4018:1, 591:1	刺 / 句 / 拔 / 烟 / 磨（刀） / 笑 / 纺 / 舅母
1011-5	n	5	o	o	e	ɛ	ə	æ	i	i	ɛ	oi	28:2, 3129:2, 4241:2, 37:1, 1534:1	三 / 三月 / 初三 / 十三 / 尖 / 烧（山） / 耳朵 / 耳环 / 锋利
58-4	n	4	o	o	ua	u	a	a	a	ɑ	ɔ	a	161:1, 419:1, 4817:1, 160:1	九 / 兔子 / 十九 / 蕨菜
705-4	n	4	o	o	ua	u	a	o	ɛ	a	eu	a	959:2, 1934:2, 4209:2, 4167:1	吹（喇叭） / 扫帚 / 老 / 老头儿 / 老鼠
959-4	n	4	o	o	e	ɛ	o	i	e	e	ei	i	4930:1, 838:2, 2765:1, 3107:1	变 / 母牛 / 炒 / 蛋 / 蛋白
54-3	n	3	o	eu	e	ɛ	i	æ	e	i	ei	ue	3126:1, 5811:1, 4034:1	柱子 / 烤（火） / 织布机 / 霜
100-3	n	3	o	a	o	ə	o	o	əu	u	ɔ	eu	2991:1, 2273:1, 1176:1	圆 / 早 / 浇 / 砍（树）
128-3	n	3	o	u	ɔ	ə	au	u	ei	i	eu	o	4593:1, 1166:1, 1373:1	囱 / 妻子 / 花生 / 豆腐
168-3	n	3	o	o	o	o	o	i	əu	u	eu	a	921:1, 166:1, 4670:1	九月 / 吐（痰） / 草
286-3	n	3	o	o	ai	ɛ	ə	e	i	æ	ua	i	3608:2, 6005:2, 2038:1	挂 / 石头 / 鳞
477-3	n	3	o	o	au	õ	o	o	u	o	a	a	1498:1, 1232:2, 1153:2	回来 / 埋 / 射 / 打（枪）
513-3	n	3	o	ɔ	e	o	y	e	o	u	ei	ua	2200:1, 4427:1, 6022:1	敲 / 脑髓 / 鸟窝
562-3	n	3	o	u	e	ɛ	i	æ	e	i	a	a	3821:1, 1921:1, 5557:1	扣子 / 答应 / 野猪
36-2	n	2	o	o	i	a	Ø	i	i	i	ei	i	4497:1, 3938:1	后天 / 糠 / 自己
67-2	n	2	o	o	e	ɛ	au	ɔ	o	Ø	ei	ɔ	4942:1, 1255:1	壳儿 / 蛋黄
138-2	n	2	o	i	o	u	ɿ	Ø	a	ɑ	i	e	5778:1, 38:1	三月 / 唱 / 容易 / 猴子 / 种（菜） / 织（布） / 难
176-2	n	2	o	a	o	ə	o	u	əu	u	o	eɯ	1152:1, 2970:1	回来 / 活
182-2	n	2	o	o	o	u	o	u	əu	o	o	eɯ	109:1, 5633:1	下（雨） / 起来 / 锁
225-2	n	2	o	eu	eu	ə	ey	ə	o	o	o	a	361:1, 2581:1	倒（下） / 树梢 / 煮 / 甜酒 / 酒
