ID	STRUCTURE	FREQUENCY	bahengeast	bahengwest	chuanqiandian	chuanqiandiancentralguizhou	chuanqiandiannortheastyunnan	chuanqiandiansouthernguizhou	luobuoheeastern	luobuohewestern	qiandongeast	qiandongwest	COGNATESETS	CONCEPTS
144-14	c	14	ŋ	ŋ	-	-	-	ŋ	ŋ	ŋ	-	-	3600:2, 2267:2, 1678:2, 136:2, 4848:2, 1831:3, 1338:2, 359:2, 4406:2, 51:3, 1260:2, 2368:2, 1207:2, 5132:3	上边 / 个（蛋） / 倒（下） / 儿子 / 块 / 外边 / 天 / 女儿 / 孤儿 / 小孩 / 开水 / 我 / 我们 / 旧 / 星星 / 朋友 / 牛犊 / 短 / 胸脯 / 自己 / 虱子 / 裹腿布
876-10	c	10	ŋ	ŋ	n	-	-	n	n	n	n	n	357:2, 1092:2, 3565:2, 736:3, 838:3, 4591:2, 5618:2, 5249:2, 4645:2, 3491:2	信 / 十二月 / 变 / 喂（猪） / 斤 / 白糖 / 真 / 红糖 / 花生 / 茅草 / 蛇 / 贼 / 钳子
411-9	c	9	ŋ	ŋ	ŋ	-	-	ŋ	ŋ	-	-	-	2789:2, 5870:2, 1080:2, 277:2, 3383:2, 3444:2, 5054:2, 5016:3, 5762:3	井 / 今年 / 去年 / 口水 / 啄木鸟 / 尿 / 岁 / 年 / 年纪 / 水 / 水桶 / 水缸 / 汗 / 汤 / 瓜子 / 生 / 眼泪 / 种子 / 虹 / 螳螂 / 衣袋 / 门 / 露水 / 风 / 鸟 / 麻袋
914-9	c	9	ŋ	ŋ	-	-	-	-	ŋ	ŋ	ŋ	ŋ	888:2, 1203:3, 1748:2, 5583:2, 3488:2, 4211:2, 5544:3, 236:2, 4565:2	井 / 住 / 冬瓜 / 吃 / 坐 / 忘记 / 白糖 / 老鼠 / 船 / 里边 / 钟 / 鸟
179-8	c	8	ŋ	ŋ	ŋ	-	-	ŋ	-	-	ŋ	ŋ	5794:2, 5433:2, 2661:2, 4306:2, 4472:2, 4520:2, 1602:2, 4115:2	左边 / 棉衣 / 罐子 / 肠子 / 脸 / 臭虫 / 进（屋） / 雨
659-8	c	8	ŋ	-	ŋ	-	-	ŋ	ŋ	ŋ	-	-	2882:2, 4895:2, 2433:2, 4887:3, 3034:2, 480:2, 3087:2, 2393:2	凳子 / 戴（帽） / 掉 / 木头 / 杉树 / 松树 / 树 / 棺材 / 水瓢 / 沉 / 游 / 灯笼 / 落 / 蚊子 / 蚊帐
1036-7	c	7	ŋ	ŋ	ŋ	-	Ø	ŋ	-	n	n	-	1026:2, 3756:2, 3760:2, 1422:2, 5260:2, 1451:2, 3910:2	哥哥 / 孙子 / 害羞 / 穿（衣） / 穿（鞋） / 粟 / 老鼠 / 舅父 / 赠送
503-6	c	6	ŋ	ŋ	-	-	-	ŋ	-	-	-	-	546:2, 138:2, 6021:2, 1889:2, 2447:2, 951:2	中午 / 刨子 / 吹火筒 / 手指 / 村寨 / 鸟 / 鸟窝
132-5	c	5	ŋ	ŋ	n	-	-	ŋ	-	ŋ	ŋ	ŋ	4905:3, 208:2, 3000:2, 3769:2, 3864:2	二十 / 浓 / 窗子 / 篮子 / 蚯蚓
585-4	c	4	ŋ	-	-	-	-	-	-	-	n	-	5788:2, 2905:3, 5868:2, 4982:2	没有 / 茶叶 / 蜻蜓 / 集市 / 风
614-4	c	4	ŋ	ŋ	ŋ	-	-	n	ŋ	ŋ	ŋ	ŋ	1799:3, 42:3, 2307:2, 3628:2	上午 / 中午 / 想 / 明年 / 砖
646-4	c	4	ŋ	ŋ	-	-	-	n	-	ŋ	n	-	3183:3, 5061:3, 349:2, 5954:2	你们 / 燕子 / 衣领 / 马鞍
248-3	c	3	ŋ	ŋ	ŋ	-	-	n	ŋ	n	n	Ø	2405:2, 4442:2, 2191:2	敢 / 木板 / 脖子
776-3	c	3	ŋ	-	-	-	Ø	-	n	n	-	-	1127:2, 2545:2, 4237:2	嗅 / 柿子 / 耳环
921-3	c	3	ŋ	ŋ	-	-	-	ŋ	ŋ	ŋ	ŋ	ŋ	2913:2, 5677:2, 4338:2	沟 / 河 / 火药 / 肿 / 锍
39-2	c	2	ŋ	ŋ	n	Ø	Ø	ŋ	ŋ	n	ŋ	-	3708:2, 3728:2	称 / 稠（浊）
293-2	c	2	ŋ	-	-	-	Ø	-	-	n	-	n	300:2, 302:2	他 / 他们
340-2	c	2	ŋ	ŋ	-	-	-	-	ŋ	ŋ	ŋ	-	3357:3, 2469:2	松树 / 现在
377-2	c	2	ŋ	ŋ	ŋ	-	Ø	-	-	n	-	-	3224:2, 3546:2	牙齿 / 直
431-2	c	2	ŋ	Ø	ŋ	-	-	ŋ	ŋ	ŋ	ŋ	-	4564:2, 2383:2	木匠 / 船 / 马蜂
564-2	c	2	ŋ	ŋ	n	Ø	Ø	Ø	n	n	n	ŋ	3956:2, 5062:2	紧 / 衣领
594-2	c	2	ŋ	-	n	Ø	Ø	ŋ	n	n	n	Ø	3086:2, 2588:2	根（棍） / 棵（树） / 灯 / 灯笼
624-2	c	2	ŋ	n	ŋ	Ø	Ø	Ø	n	n	ŋ	n	5881:2, 5654:3	锅 / 飞
681-2	c	2	ŋ	ŋ	-	-	-	-	-	-	ŋ	ŋ	940:2, 4390:3	听见 / 肥肉 / 胖
1043-2	c	2	ŋ	-	ŋ	-	-	-	ŋ	-	Ø	ŋ	4138:3, 6064:3	羊肉 / 麻子
318-1	c	1	ŋ	-	-	ŋ	Ø	ŋ	-	Ø	Ø	-	4535:2	舅母
632-3	c	3	Ø	ŋ	ŋ	Ø	Ø	Ø	n	n	n	n	4914:2, 5013:2, 704:2	化 / 臭虫 / 苍蝇 / 虫 / 虱子 / 虾 / 蚂蚁 / 蚂蟥 / 蚊子 / 蚯蚓 / 蛆 / 蛔虫 / 蜜蜂 / 蝴蝶 / 螃蟹 / 融化 / 黄鳝
9-2	c	2	Ø	-	-	Ø	Ø	ŋ	n	-	Ø	ŋ	4028:2, 5836:3	坛子 / 纺车 / 面粉
181-2	c	2	Ø	ŋ	ŋ	-	Ø	-	n	-	n	-	4392:2, 4919:2	胡须 / 蛇
281-2	c	2	Ø	-	ŋ	Ø	Ø	-	Ø	n	-	ŋ	2559:3, 1921:2	扣子 / 树干
993-2	c	2	Ø	-	-	-	-	n	-	-	Ø	-	3974:3, 5952:2	红糖 / 马鞍
38-1	c	1	Ø	-	-	Ø	ŋ	-	-	-	Ø	-	2948:2	泥鳅
122-1	c	1	Ø	m̩	-	Ø	Ø	Ø	-	Ø	Ø	Ø	63:2	下午
133-1	c	1	Ø	-	ŋ	Ø	Ø	Ø	ŋ	ŋ	ŋ	ŋ	3492:2	白糖 / 糖 / 红糖
807-1	c	1	Ø	-	Ø	-	Ø	ŋ	-	-	Ø	ŋ	5080:2	袖子
925-2	c	2	n	Ø	n	Ø	Ø	n	ŋ	ŋ	Ø	ŋ	1575:2, 1815:2	层 / 懒
123-23	c	23	-	-	-	-	-	ŋ	-	-	-	-	379:2, 1302:2, 3550:3, 3577:2, 5775:2, 3572:2, 3826:2, 3588:2, 771:2, 271:2, 116:2, 120:2, 4964:2, 4319:2, 868:2, 2497:2, 3041:2, 3423:2, 1778:2, 295:2, 262:2, 1176:2, 1294:2	不 / 不是 / 什么 / 今天 / 仓库 / 做 / 卖 / 右边 / 圆 / 天 / 太阳 / 怀孕 / 架子 / 每天 / 没有 / 湿 / 甑子 / 眉毛 / 眼泪 / 眼睛 / 瞎子 / 筛 / 筛子 / 肩膀 / 蜜蜂 / 问
20-13	c	13	-	-	ŋ	-	-	-	-	-	n	-	3432:2, 4586:2, 3885:3, 5038:2, 4913:2, 912:2, 4870:3, 2726:2, 5744:3, 5211:2, 4722:2, 393:2, 3874:3	儿媳 / 后面 / 屁股 / 橘子 / 甜 / 篱笆 / 簸箕 / 花 / 菜园 / 虾 / 蚂蚁 / 蛆 / 血 / 豇豆 / 镰刀
1003-13	c	13	-	-	-	-	-	-	n	n	n	-	4824:2, 4709:3, 2592:2, 3178:2, 640:2, 2765:2, 245:3, 3886:3, 4656:2, 906:2, 6185:2, 2855:2, 515:2	亮 / 分 / 剪刀 / 后天 / 栽 / 母牛 / 汗 / 燃 / 簸箕 / 茶 / 菜刀 / 薄 / 黄 / 黄鼠狼 / 齐
537-12	c	12	-	-	-	-	-	-	ŋ	ŋ	ŋ	-	270:3, 275:2, 1283:2, 4634:3, 5015:2, 1779:2, 5936:3, 465:2, 3909:2, 845:2, 5187:2, 5531:2	今天 / 今年 / 冬瓜 / 口水 / 大家 / 怀孕 / 粟 / 茄子 / 螳螂 / 谜语 / 醒 / 马蜂窝
685-8	c	8	-	-	n	-	-	n	-	-	-	-	39:2, 228:2, 5229:2, 337:2, 4679:2, 1686:2, 5862:2, 5953:2	三月 / 五月 / 位（客） / 弓 / 草房 / 贱 / 韭菜 / 马 / 马鞍
203-7	c	7	-	-	-	-	-	-	ŋ	ŋ	ŋ	ŋ	2343:2, 4693:3, 861:2, 713:2, 2834:2, 343:2, 5873:2	你 / 十一月 / 台阶 / 晚上 / 水缸 / 草鞋 / 风箱
137-6	c	6	-	ŋ	-	-	-	ŋ	ŋ	ŋ	-	ŋ	2333:2, 1498:2, 6084:2, 2241:2, 3005:2, 3770:2	不是 / 对 / 射 / 打（枪） / 旁边 / 是 / 浮 / 窗子 / 麻雀
595-6	c	6	-	-	ŋ	-	-	-	n	n	ŋ	-	1500:3, 5248:2, 4671:2, 6133:3, 2108:2, 4944:2	嫂子 / 将来 / 提 / 草 / 蛋黄 / 贼 / 黄鳝
159-5	c	5	-	-	-	-	-	-	-	n	n	-	1051:2, 5829:2, 1078:2, 1666:2, 2799:2	哭 / 啄木鸟 / 年纪 / 水牛 / 青蛙
466-4	c	4	-	-	ŋ	-	-	ŋ	-	n	ŋ	ŋ	908:2, 4294:3, 3204:2, 2760:2	后天 / 昨天 / 母亲 / 爬行 / 肝
605-4	c	4	-	m̩	-	-	-	-	ŋ	ŋ	ŋ	ŋ	5431:3, 5555:2, 3838:3, 4171:2	箩筐 / 老太太 / 这 / 重
608-4	c	4	-	-	ŋ	-	-	-	ŋ	ŋ	-	-	1079:3, 3397:2, 5563:2, 5210:2	啄木鸟 / 树梢 / 樹枝 / 瓜藤 / 藤子 / 豇豆 / 野鸡
302-3	c	3	-	n	n	Ø	Ø	ŋ	-	-	n	-	1240:3, 5776:2, 692:2	包谷 / 填 / 难
395-3	c	3	-	ŋ	ŋ	-	-	ŋ	ŋ	ŋ	ŋ	ŋ	4:2, 4772:3, 2999:2	七 / 十七 / 浓 / 葱
731-3	c	3	-	ŋ	-	-	-	n	n	-	-	Ø	4756:3, 787:3, 5053:2	压 / 葡萄 / 衣袋
1039-3	c	3	-	Ø	-	-	-	n	-	n	-	-	59:2, 5408:2, 3074:2	上（楼） / 火钳 / 编（辫子） / 辫子
207-2	c	2	-	Ø	ŋ	-	-	ŋ	-	-	-	-	2252:3, 2484:2	族称 / 枕头
332-2	c	2	-	ŋ	-	-	-	-	n	n	n	n	380:2, 3046:3	偷 / 滚
382-2	c	2	-	-	-	Ø	-	Ø	n	ŋ	Ø	Ø	818:3, 1470:3	去年 / 宽
448-2	c	2	-	ŋ	-	-	-	-	ŋ	ŋ	-	ŋ	4288:2, 765:2	半夜 / 肛门
520-2	c	2	-	-	-	Ø	-	-	-	-	-	ŋ	4742:2, 4994:3	萝卜 / 蝴蝶
755-2	c	2	-	ŋ	ŋ	-	Ø	ŋ	ŋ	ŋ	n	-	330:2, 3767:2	伞 / 窗子
795-2	c	2	-	-	-	Ø	Ø	-	-	ŋ	Ø	-	4533:2, 2171:2	故事 / 舂
862-2	c	2	-	-	-	-	-	ŋ	ŋ	ŋ	Ø	ŋ	4615:2, 5250:2	独子 / 苍蝇 / 贼
864-2	c	2	-	-	-	-	-	ŋ	-	-	ŋ	-	815:2, 5891:2	去 / 饱
1034-2	c	2	-	Ø	-	-	-	ŋ	-	ŋ	-	-	140:2, 3307:2	下午 / 中午 / 猪油
1069-2	c	2	-	-	-	-	-	-	ŋ	-	-	-	2687:2, 5634:2	椅子 / 锁
274-1	c	1	-	-	Ø	-	Ø	-	n	-	-	-	2773:2	母鸡
383-1	c	1	-	-	ŋ	-	Ø	-	Ø	n	n	-	4959:2	虫 / 蜘蛛
447-1	c	1	-	ŋ	Ø	Ø	Ø	Ø	n	n	ŋ	ŋ	8:2	七月
661-1	c	1	-	Ø	Ø	Ø	Ø	Ø	n	n	-	-	820:2	今年 / 去年
